configuration,case_id,root,mach,density_ratio,reduced_frequency,inverse_reduced_frequency,velocity_mps,damping_g,frequency_Hz,eigenvalue_real,eigenvalue_imaginary,positive
coarse_edge_length_2p5_mm,64,6,0.2941,1,7.2895,0.13718278,72.3529,-0.016168948,262.53034,-13.335556,1649.5268,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,6.9456,0.14397612,75.8824,-0.015481678,262.34559,-12.759735,1648.3659,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,6.6327,0.15076789,79.4118,-0.014805866,262.17987,-12.195035,1647.3247,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,6.3471,0.1575512,82.9412,-0.014194531,262.04252,-11.685376,1646.4617,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,6.0856,0.16432104,86.4706,-0.013722621,261.93797,-11.292377,1645.8048,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,5.8455,0.17107163,90,-0.013404196,261.87116,-11.027531,1645.385,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,5.6242,0.17780345,93.5294,-0.013221709,261.83706,-10.875984,1645.1708,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,5.4194,0.18452084,97.0588,-0.013137898,261.82594,-10.806584,1645.1009,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,5.2294,0.19122803,100.5882,-0.01312326,261.82955,-10.794692,1645.1236,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,5.0523,0.19792916,104.1176,-0.013154987,261.84093,-10.82126,1645.1951,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.8869,0.20462849,107.6471,-0.013215621,261.85411,-10.871685,1645.2779,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.7319,0.2113319,111.1765,-0.013296954,261.86117,-10.938887,1645.3222,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.5863,0.21803891,114.7059,-0.01337866,261.86347,-11.0062,1645.3367,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.4493,0.22475588,118.2353,-0.013458851,261.85403,-11.071772,1645.2774,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.3837,0.22811891,120,-0.013497094,261.84429,-11.102819,1645.2162,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.3199,0.2314849,121.7647,-0.013534124,261.8315,-11.132737,1645.1359,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.1977,0.23822525,125.2941,-0.013604819,261.7978,-11.189448,1644.9241,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,4.082,0.24497597,128.8235,-0.013671338,261.75487,-11.242312,1644.6544,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.9724,0.25173609,132.3529,-0.013733921,261.70447,-11.291602,1644.3377,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.8684,0.25850484,135.8824,-0.013792707,261.64817,-11.337495,1643.9839,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.7696,0.26528083,139.4118,-0.013847764,261.5874,-11.380107,1643.6021,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.6756,0.27206329,142.9412,-0.013899125,261.52345,-11.419523,1643.2003,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.5861,0.27885122,146.4706,-0.013946798,261.45748,-11.455801,1642.7858,0
coarse_edge_length_2p5_mm,64,6,0.2941,1,3.5009,0.28564365,150,-0.013990783,261.39053,-11.488987,1642.3651,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,18.3565,0.054476513,30,-0.0082017831,274.11646,-7.063066,1722.3245,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,16.4183,0.060907794,33.5294,-0.0087871559,274.0161,-7.5643964,1721.6939,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,14.8491,0.067344353,37.0588,-0.0093533998,273.91343,-8.048829,1721.0488,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,13.5524,0.073787592,40.5882,-0.0099059223,273.80389,-8.5208791,1720.3606,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,12.4628,0.080238675,44.1176,-0.010442006,273.68519,-8.9781136,1719.6147,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,11.5342,0.086698576,47.6471,-0.01095667,273.5569,-9.4162098,1718.8087,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,10.7335,0.093166253,51.1765,-0.011412614,273.42304,-9.8032505,1717.9677,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,10.0361,0.099640158,54.7059,-0.011766007,273.28948,-10.101872,1717.1285,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,9.4234,0.10611882,58.2353,-0.011999229,273.15998,-10.297227,1716.3148,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,9.1441,0.10935955,60,-0.012069358,273.09748,-10.355039,1715.9221,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,8.8809,0.11260105,61.7647,-0.012108736,273.03671,-10.386512,1715.5403,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,8.3973,0.11908592,65.2941,-0.012097418,272.92084,-10.3724,1714.8122,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,7.9635,0.12557265,68.8235,-0.011970691,272.81288,-10.259684,1714.1339,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,7.5723,0.13206073,72.3529,-0.011744406,272.71272,-10.062046,1713.5046,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,7.2176,0.13855027,75.8824,-0.011459031,272.61946,-9.8141938,1712.9186,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,6.8946,0.14504067,79.4118,-0.011147372,272.53257,-9.5442278,1712.3727,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,6.5993,0.1515317,82.9412,-0.010832062,272.45199,-9.2715212,1711.8663,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,6.3282,0.15802277,86.4706,-0.010528763,272.37796,-9.0094689,1711.4012,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,6.0785,0.1645132,90,-0.010249116,272.31084,-8.7680136,1710.9795,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,5.8479,0.17100225,93.5294,-0.010001741,272.25099,-8.554506,1710.6034,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,5.6341,0.17748989,97.0588,-0.0097908878,272.19771,-8.3725242,1710.2686,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,5.4355,0.18397655,100.5882,-0.0096179855,272.14961,-8.2232162,1709.9664,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,5.2504,0.19046278,104.1176,-0.0094835301,272.10541,-8.1069422,1709.6887,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,5.0774,0.19694935,107.6471,-0.0093871423,272.06391,-8.0233218,1709.428,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.9155,0.20343649,111.1765,-0.0093275757,272.02405,-7.9712413,1709.1775,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.7636,0.20992512,114.7059,-0.0093031287,271.98472,-7.9491997,1708.9304,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.6207,0.21641592,118.2353,-0.009311263,271.94502,-7.9549888,1708.6809,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.5524,0.21966237,120,-0.0093266552,271.92475,-7.9675451,1708.5536,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.4861,0.22290965,121.7647,-0.009349075,271.90406,-7.9860902,1708.4236,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.3591,0.22940694,125.2941,-0.0094126119,271.8612,-8.0390966,1708.1543,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.2389,0.23590802,128.8235,-0.0094960385,271.81634,-8.1090111,1707.8724,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.1252,0.24241298,132.3529,-0.0095941942,271.76953,-8.1914189,1707.5783,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,4.0173,0.24892211,135.8824,-0.0097029335,271.7208,-8.2827741,1707.2722,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,3.9149,0.25543515,139.4118,-0.0098189443,271.67022,-8.3802449,1706.9544,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,3.8175,0.26195234,142.9412,-0.0099396238,271.61785,-8.4816065,1706.6253,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,3.7248,0.26847377,146.4706,-0.010062945,271.56372,-8.5851268,1706.2852,0
coarse_edge_length_2p5_mm,64,7,0.2941,1,3.6364,0.27499952,150,-0.010187356,271.50791,-8.6894813,1705.9345,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,22.2428,0.044958335,30,-0.0082576363,332.14995,-8.6166772,2086.9597,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,19.8937,0.050267208,33.5294,-0.0090575686,332.01995,-9.4476911,2086.1429,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,17.9921,0.055580023,37.0588,-0.0097273917,331.89124,-10.142431,2085.3342,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,16.421,0.06089758,40.5882,-0.010304082,331.75916,-10.739452,2084.5043,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,15.101,0.066220914,44.1176,-0.010817732,331.61935,-11.270053,2083.6258,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,13.976,0.071551247,47.6471,-0.011290208,331.46863,-11.756938,2082.6788,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,13.0057,0.07688944,51.1765,-0.011737503,331.30428,-12.216664,2081.6462,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,12.16,0.082236931,54.7059,-0.01217102,331.12383,-12.660978,2080.5124,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,11.4162,0.087594813,58.2353,-0.012591667,330.92615,-13.09074,2079.2703,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,11.077,0.090277319,60,-0.012784062,330.82305,-13.286619,2078.6225,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,10.7571,0.092961786,61.7647,-0.012955693,330.71892,-13.460759,2077.9682,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,10.1693,0.098335291,65.2941,-0.013218591,330.51235,-13.725328,2076.6704,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,9.6421,0.10371234,68.8235,-0.013346807,330.31589,-13.850221,2075.4359,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,9.1667,0.10909037,72.3529,-0.013337254,330.13586,-13.832765,2074.3048,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,8.7362,0.11446599,75.8824,-0.013170827,329.98009,-13.65371,2073.3261,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,8.3447,0.1198366,79.4118,-0.012863006,329.85168,-13.329413,2072.5193,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,7.9873,0.1251992,82.9412,-0.012411979,329.75541,-12.858279,2071.9143,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,7.6598,0.13055185,86.4706,-0.011838398,329.69215,-12.261721,2071.5169,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,7.3586,0.13589594,90,-0.011206471,329.65464,-11.605876,2071.2812,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,7.0805,0.14123359,93.5294,-0.010573137,329.63499,-10.949317,2071.1577,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,6.8228,0.14656688,97.0588,-0.0099794327,329.62658,-10.334226,2071.1049,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,6.5834,0.15189782,100.5882,-0.0094545925,329.62386,-9.7906457,2071.0878,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,6.3602,0.15722838,104.1176,-0.0090191189,329.62213,-9.3396446,2071.0769,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,6.1516,0.16256064,107.6471,-0.0086871311,329.61738,-8.9957288,2071.0471,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.9561,0.16789619,111.1765,-0.0084681325,329.60616,-8.7686522,2070.9766,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.7725,0.17323646,114.7059,-0.0083583666,329.58665,-8.6544785,2070.854,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.5997,0.17858138,118.2353,-0.0083336097,329.55973,-8.6281396,2070.6848,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.5171,0.18125552,120,-0.0083459897,329.54382,-8.6405401,2070.5849,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.4368,0.18393072,121.7647,-0.008371625,329.52645,-8.6666233,2070.4758,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.2831,0.18928426,125.2941,-0.0084542718,329.48776,-8.7511547,2070.2327,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,5.1376,0.19464176,128.8235,-0.0085666668,329.44448,-8.8663318,2069.9607,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.9999,0.20000301,132.3529,-0.0086965441,329.39734,-8.9994643,2069.6645,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.8693,0.20536795,135.8824,-0.0088337642,329.347,-9.1400671,2069.3482,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.7453,0.21073603,139.4118,-0.0089699145,329.29407,-9.2794468,2069.0157,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.6273,0.21610718,142.9412,-0.0090980344,329.23909,-9.4104163,2068.6702,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.5151,0.22148117,146.4706,-0.0092123643,329.18255,-9.5270355,2068.315,0
coarse_edge_length_2p5_mm,64,8,0.2941,1,4.408,0.2268578,150,-0.0093088475,329.12488,-9.6251276,2067.9526,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,24.6182,0.040620359,30,-0.0066038727,367.62129,-7.6269206,2309.8327,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,22.0204,0.045412369,33.5294,-0.007306206,367.51476,-8.4356115,2309.1633,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,19.9175,0.050207073,37.0588,-0.0081255326,367.40884,-9.3788872,2308.4979,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,18.1803,0.055004623,40.5882,-0.0090330945,367.3024,-10.423419,2307.829,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,16.7208,0.059805828,44.1176,-0.0099080159,367.19058,-11.429523,2307.1265,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,15.4771,0.06461177,47.6471,-0.010672357,367.06924,-12.30717,2306.3641,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,14.4044,0.069423101,51.1765,-0.011290181,366.9355,-13.01489,2305.5237,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,13.4697,0.074240868,54.7059,-0.011747928,366.7873,-13.537094,2304.5926,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,12.6477,0.079065965,58.2353,-0.012044004,366.62317,-13.87205,2303.5613,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,12.2727,0.081481538,60,-0.012132827,366.53478,-13.970986,2303.006,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,11.9191,0.083899273,61.7647,-0.012183473,366.44205,-14.025756,2302.4233,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,11.2687,0.088741017,65.2941,-0.012182591,366.24584,-14.017231,2301.1905,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,10.6849,0.093589595,68.8235,-0.012076045,366.0432,-13.886953,2299.9173,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,10.1582,0.09844311,72.3529,-0.011893268,365.84218,-13.669256,2298.6542,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,9.6806,0.10329984,75.8824,-0.01165649,365.64914,-13.39005,2297.4413,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,9.2458,0.1081577,79.4118,-0.011382322,365.46918,-13.068674,2296.3106,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,8.8484,0.11301503,82.9412,-0.01108322,365.30638,-12.719589,2295.2877,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,8.484,0.11786957,86.4706,-0.010758676,365.16567,-12.342372,2294.4036,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,8.1486,0.12272029,90,-0.010432028,365.04744,-11.963766,2293.6607,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,7.8391,0.12756515,93.5294,-0.010100093,364.95496,-11.580159,2293.0796,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,7.5527,0.13240376,97.0588,-0.0097692243,364.88646,-11.198703,2292.6493,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,7.2867,0.13723702,100.5882,-0.0094471824,364.83703,-10.828071,2292.3387,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,7.039,0.14206586,104.1176,-0.0091399982,364.80231,-10.474989,2292.1205,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.8078,0.14689136,107.6471,-0.0088523851,364.77851,-10.144705,2291.971,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.5913,0.15171419,111.1765,-0.0085881098,364.7623,-9.841412,2291.8691,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.3883,0.15653547,114.7059,-0.0083501529,364.75072,-9.568425,2291.7963,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.1975,0.1613562,118.2353,-0.0081408619,364.74107,-9.328352,2291.7357,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.1062,0.16376668,120,-0.008047531,364.7362,-9.2212841,2291.7051,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,6.0177,0.1661774,121.7647,-0.0079619704,364.73093,-9.1231124,2291.672,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.848,0.17100003,125.2941,-0.0078141105,364.71833,-8.9533797,2291.5928,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.6875,0.17582439,128.8235,-0.0076945352,364.70283,-8.8159962,2291.4955,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.5355,0.18065054,132.3529,-0.0075996299,364.68455,-8.7068222,2291.3806,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.3915,0.18547866,135.8824,-0.0075261526,364.6636,-8.6221447,2291.249,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.2546,0.19030853,139.4118,-0.0074712349,364.64011,-8.5586782,2291.1014,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.1245,0.19514032,142.9412,-0.0074323487,364.6142,-8.5135272,2290.9386,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,5.0006,0.19997404,146.4706,-0.0074072876,364.58601,-8.4841645,2290.7615,0
coarse_edge_length_2p5_mm,64,9,0.2941,1,4.8826,0.20480972,150,-0.007394134,364.55567,-8.468394,2290.5709,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,26.7734,0.037350557,30,-0.0067952936,399.80418,-8.5350374,2512.0438,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,23.9479,0.041757327,33.5294,-0.0077432638,399.68353,-9.7227738,2511.2857,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,21.6591,0.046169882,37.0588,-0.008689013,399.53584,-10.906265,2510.3577,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,19.767,0.050589289,40.5882,-0.00963327,399.35983,-12.08615,2509.2518,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,18.1765,0.055016079,44.1176,-0.010540181,399.15852,-13.217318,2507.9869,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,16.821,0.059449554,47.6471,-0.011309078,398.94317,-14.173858,2506.6338,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,15.6523,0.063888454,51.1765,-0.011882144,398.72307,-14.883876,2505.2509,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,14.6344,0.068331925,54.7059,-0.012236715,398.5049,-15.319634,2503.8802,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,13.7402,0.072779002,58.2353,-0.012368834,398.29365,-15.476831,2502.5528,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,13.3327,0.075003589,60,-0.012353118,398.19185,-15.453214,2501.9132,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,12.9486,0.077228713,61.7647,-0.012284535,398.09315,-15.36361,2501.293,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,12.2429,0.081680073,65.2941,-0.011995031,397.90646,-14.994508,2500.12,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,11.6101,0.086132095,68.8235,-0.011517354,397.736,-14.391216,2499.049,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,11.0395,0.090584093,72.3529,-0.010910331,397.58241,-13.627461,2498.084,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,10.5224,0.095035746,75.8824,-0.010244322,397.44518,-12.791172,2497.2217,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,10.0516,0.099486378,79.4118,-0.0095688495,397.3238,-11.944121,2496.4591,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,9.6213,0.10393571,82.9412,-0.0089180256,397.21779,-11.128773,2495.793,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,9.2265,0.10838336,86.4706,-0.008315238,397.12665,-10.374176,2495.2203,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,8.863,0.1128282,90,-0.0077649438,397.05258,-9.685816,2494.7549,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,8.5272,0.11727116,93.5294,-0.0072992225,396.99046,-9.1034613,2494.3646,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,8.2162,0.12171129,97.0588,-0.0069134411,396.94214,-8.6212721,2494.061,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,7.9272,0.12614819,100.5882,-0.0066109463,396.90737,-8.2433296,2493.8426,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,7.658,0.1305818,104.1176,-0.0063877288,396.88498,-7.9645455,2493.7018,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,7.4067,0.13501281,107.6471,-0.0062296104,396.87206,-7.7671427,2493.6207,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,7.1715,0.13944161,111.1765,-0.0061239006,396.86588,-7.6352238,2493.5819,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.9508,0.14386899,114.7059,-0.0060602006,396.86403,-7.5557679,2493.5702,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.7433,0.14829559,118.2353,-0.0060299344,396.86435,-7.5180386,2493.5723,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.6441,0.1505088,120,-0.0060250638,396.86473,-7.5119731,2493.5746,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.5478,0.15272208,121.7647,-0.0060259765,396.86495,-7.5131152,2493.576,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.3634,0.15714913,125.2941,-0.0060423732,396.86409,-7.533542,2493.5706,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.189,0.16157743,128.8235,-0.0060741304,396.86021,-7.5730625,2493.5462,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,6.0238,0.16600767,132.3529,-0.0061170367,396.8519,-7.6263973,2493.494,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,5.8671,0.17044059,135.8824,-0.0061675968,396.83807,-7.6891649,2493.4071,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,5.7183,0.17487607,139.4118,-0.0062233027,396.81886,-7.758238,2493.2864,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,5.5768,0.17931414,142.9412,-0.0062822494,396.79486,-7.83125,2493.1357,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,5.442,0.1837547,146.4706,-0.0063428623,396.76666,-7.9062461,2492.9584,0
coarse_edge_length_2p5_mm,64,10,0.2941,1,5.3136,0.18819764,150,-0.0064038449,396.73475,-7.9816176,2492.7579,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,29.3057,0.034123091,30,-0.0064357556,437.61888,-8.8480072,2749.6405,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,26.2118,0.038150769,33.5294,-0.0070914093,437.46736,-9.7460374,2748.6885,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,23.7064,0.042182647,37.0588,-0.0076520727,437.30122,-10.512588,2747.6446,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,21.6361,0.046219017,40.5882,-0.0081396783,437.12158,-11.177878,2746.5159,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,19.8965,0.050260169,44.1176,-0.0085693271,436.92922,-11.762718,2745.3073,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,18.4141,0.054306267,47.6471,-0.0089412671,436.72664,-12.267572,2744.0344,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,17.1361,0.058356345,51.1765,-0.0092293802,436.52152,-12.656921,2742.7456,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,16.0232,0.062409614,54.7059,-0.0094185434,436.32071,-12.910392,2741.4839,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,15.0455,0.066465176,58.2353,-0.0095049962,436.12936,-13.023183,2740.2816,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,14.5999,0.068493535,60,-0.0095103044,436.03849,-13.027741,2739.7106,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,14.1799,0.070522133,61.7647,-0.0094911251,435.95138,-12.998871,2739.1633,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,13.4085,0.074579597,65.2941,-0.0093824606,435.78981,-12.845283,2738.1481,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,12.7167,0.078636692,68.8235,-0.0091859459,435.64695,-12.572118,2737.2505,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,12.093,0.082692549,72.3529,-0.0089088384,435.52463,-12.189438,2736.482,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,11.5278,0.086746541,75.8824,-0.0085615038,435.42369,-11.711485,2735.8477,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,11.0134,0.090798485,79.4118,-0.0081733206,435.34103,-11.178358,2735.3284,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,10.5431,0.094848864,82.9412,-0.0077728879,435.27261,-10.62903,2734.8985,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,10.1114,0.098898033,86.4706,-0.0073800856,435.21512,-10.09056,2734.5373,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,9.7139,0.10294571,90,-0.0070002938,435.16847,-9.5702562,2734.2442,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,9.3464,0.10699339,93.5294,-0.0066595266,435.12531,-9.1034828,2733.9729,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,9.0057,0.11104085,97.0588,-0.0063555097,435.08621,-8.687115,2733.7273,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,8.689,0.11508836,100.5882,-0.0060920989,435.04964,-8.3263685,2733.4975,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,8.3938,0.11913621,104.1176,-0.0058716485,435.0143,-8.0244164,2733.2755,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,8.1179,0.12318479,107.6471,-0.0056955003,434.97911,-7.783056,2733.0544,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,7.8595,0.12723414,111.1765,-0.0055640661,434.94315,-7.6028189,2732.8284,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,7.617,0.13128447,114.7059,-0.0054722189,434.90617,-7.4766819,2732.5961,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,7.389,0.13533571,118.2353,-0.0054112966,434.86845,-7.3928025,2732.359,0
coarse_edge_length_2p5_mm,64,11,0.2941,1,7.2801,0.13736167,120,-0.0053901346,434.84937,-7.3635685,2732.2392,0
