eta,y_m,t_m,t_mm,t_over_t1,a_m,t1_m,t2_m,s_m
0.76000000000000001,1.4219978915415361,0.0026747262450694093,2.6747262450694094,0.61400139331556547,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.78000000000000003,1.459418888687366,0.0026304763624616099,2.6304763624616099,0.6038435352449224,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.80000000000000004,1.4968398858331959,0.0025862264798538108,2.5862264798538108,0.59368567717427945,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.81999999999999995,1.5342608829790256,0.0025419765972460114,2.5419765972460113,0.58352781910363638,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.83999999999999997,1.5716818801248555,0.0024977267146382119,2.4977267146382118,0.57336996103299342,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.85999999999999999,1.6091028772706855,0.0024534768320304129,2.4534768320304128,0.56321210296235047,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.88,1.6465238744165156,0.0024092269494226134,2.4092269494226133,0.5530542448917074,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.90000000000000002,1.6839448715623455,0.002364977066814814,2.3649770668148138,0.54289638682106434,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.92000000000000004,1.7213658687081754,0.0023207271842070145,2.3207271842070147,0.53273852875042127,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.93999999999999995,1.7587868658540051,0.0022764773015992155,2.2764773015992157,0.52258067067977831,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.95999999999999996,1.796207862999835,0.0022322274189914165,2.2322274189914166,0.51242281260913536,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
0.97999999999999998,1.833628860145665,0.002187977536383617,2.1879775363836171,0.50226495453849229,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
1,1.8710498572914949,0.0021437276537758176,2.1437276537758176,0.49210709646784928,0.0227337878346443,0.0043562217841657831,0.0021437276537758176,1.8710498572914949
