example,entity,state,role,element_id,grid_id,vertex_index,x_m,y_m,z_m,classification,evidence_kind,receiving_for,selected_pair,projection_distance_m,coordinate_correction_m,ordinary_tolerance_m,snap_tolerance_m,weight_1,weight_2,weight_3,original_length_m,proposal_length_m,length_ratio,fractional_length_change,metric,value,text
single_B_A_ordinary_C_beyond,skin_vertex,unchanged,,450674,225803,1,0.28227061033,0.99674415588,0.032502941787,,retained,,,,,1e-05,0.0030639880082520532,,,,,,,,,,
single_B_A_ordinary_C_beyond,skin_vertex,unchanged,,450674,225802,2,0.28415903449,0.99390619993,0.032533302903,,retained,,,,,1e-05,0.0030639880082520532,,,,,,,,,,
single_B_A_ordinary_C_beyond,skin_vertex,unchanged,,450674,225806,3,0.2861919701,0.99675756692,0.032497055828,,retained,,,,,1e-05,0.0030639880082520532,,,,,,,,,,
B_rejected_length,node,original,A,450317,511483,,0.2738614082,0.9880012274,0.02910641953,beyond_snap_tolerance,retained,,,0.003501719659134798,0.0,1e-05,0.0030639880082520532,0.46456510413398455,0.39117544061593934,0.14425945525007614,,,,,,,
B_rejected_length,node,final,A,450317,511483,,0.2738614082,0.9880012274,0.02910641953,beyond_snap_tolerance,retained,,,0.003501719659134798,0.0,1e-05,0.0030639880082520532,0.46456510413398455,0.39117544061593934,0.14425945525007614,,,,,,,
B_rejected_length,node,projection,A,450317,511483,,0.273857957966694,0.9880434528049358,0.03260788289297258,beyond_snap_tolerance,reconstructed,,,0.003501719659134798,0.0,1e-05,0.0030639880082520532,0.46456510413398455,0.39117544061593934,0.14425945525007614,,,,,,,
B_rejected_length,node,all_proposals,A,450317,511483,,0.2738614082,0.9880012274,0.02910641953,beyond_snap_tolerance,reconstructed,,,0.003501719659134798,0.0,1e-05,0.0030639880082520532,0.46456510413398455,0.39117544061593934,0.14425945525007614,,,,,,,
B_rejected_length,node,original,B,450325,511923,,0.2748020887,0.9878336191,0.03085974231,rejected_snap_beam_length,retained,,,0.0017511398778468662,0.0,1e-05,0.0030639880082520532,0.29515961730812357,0.13366414803067742,0.571176234661199,,,,,,,
B_rejected_length,node,final,B,450325,511923,,0.2748020887,0.9878336191,0.03085974231,rejected_snap_beam_length,retained,,,0.0017511398778468662,0.0,1e-05,0.0030639880082520532,0.29515961730812357,0.13366414803067742,0.571176234661199,,,,,,,
B_rejected_length,node,projection,B,450325,511923,,0.2748014938864193,0.9878536906149246,0.03261076705347765,rejected_snap_beam_length,reconstructed,,,0.0017511398778468662,0.0,1e-05,0.0030639880082520532,0.29515961730812357,0.13366414803067742,0.571176234661199,,,,,,,
