point,velocity_mps,four_point_reduced_frequency,four_point_frequency_Hz,four_point_damping_g,eighteen_point_reduced_frequency,eighteen_point_frequency_Hz,eighteen_point_damping_g
4,114.7059,1.7478,118.37833000000001,0.0063215067999999996,1.7396,117.82423,-0.018408747999999999
4,118.2353,1.6948000000000001,118.32153,0.0052457436,1.6869000000000001,117.77115000000001,-0.018924298999999999
4,120,1.6695,118.29237000000001,0.0047076875999999997,1.6617,117.744,-0.01918516
4,121.7647,1.6449,118.26273,0.0041695151,1.6373,117.71644999999999,-0.019448021999999999
4,125.2941,1.5976999999999999,118.20193,0.0030928202000000001,1.5904,117.66009,-0.019979574
4,128.8235,1.5530999999999999,118.13912999999999,0.0020156581000000001,1.546,117.60205999999999,-0.020518604999999999
4,132.35290000000001,1.5108999999999999,118.07433,0.00093802828999999996,1.5041,117.54232,-0.02106477
4,135.88239999999999,1.4708000000000001,118.00752,-0.00014009997999999999,1.4641999999999999,117.48084,-0.021617826999999999
4,139.4118,1.4327000000000001,117.9387,-0.0012186653,1.4263999999999999,117.41759999999999,-0.022177921999999999
4,142.94120000000001,1.3965000000000001,117.86785,-0.0022976975999999998,1.3904000000000001,117.35258,-0.022745313999999999
4,146.47059999999999,1.3620000000000001,117.79499,-0.0033771957000000002,1.3561000000000001,117.28577,-0.023320150000000001
4,150,1.3290999999999999,117.72009,-0.0044571582000000002,1.3233999999999999,117.21714,-0.023902498000000001
5,30,7.3026,129.35838000000001,-0.0015085531,7.2862,129.06769,-0.0098852672000000006
5,33.529400000000003,6.5335000000000001,129.34978000000001,-0.0017267057000000001,6.5153999999999996,128.99155999999999,-0.01056549
5,37.058799999999998,5.9108000000000001,129.34129999999999,-0.0019448784000000001,5.8909000000000002,128.90562,-0.010797032
5,40.588200000000001,5.3964999999999996,129.33295000000001,-0.0021630718999999998,5.3747999999999996,128.81353999999999,-0.010618371999999999
5,44.117600000000003,4.9645000000000001,129.32472999999999,-0.0023812869000000001,4.9416000000000002,128.72994,-0.010218405999999999
5,47.647100000000002,4.5964,129.31663,-0.0025995303000000002,4.5732999999999997,128.66657000000001,-0.0097226194000000002
5,51.176499999999997,4.2792000000000003,129.30866,-0.0028177906999999999,4.2567000000000004,128.63052999999999,-0.0092030503999999992
5,54.7059,4.0029000000000003,129.30081999999999,-0.0030360751000000001,3.9817,128.61689999999999,-0.0087114393000000002
5,58.235300000000002,3.7599999999999998,129.29311000000001,-0.0032543842,3.7404000000000002,128.61829,-0.0082729728000000002
5,60,3.6493000000000002,129.2893,-0.0033635484000000002,3.6305000000000001,128.62182000000001,-0.0080865212000000002
5,61.764699999999998,3.5449999999999999,129.28551999999999,-0.0034727191,3.5268999999999999,128.62658999999999,-0.0079209905000000008
5,65.2941,3.3532000000000002,129.27806000000001,-0.0036910807,3.3365,128.63759999999999,-0.0076551935
5,68.823499999999996,3.181,129.27072999999999,-0.00390947,3.1657000000000002,128.6474,-0.0074776723999999996
5,72.352900000000005,3.0257000000000001,129.26353,-0.0041278881000000002,3.0114000000000001,128.65307999999999,-0.0073853905000000001
5,75.882400000000004,2.8847999999999998,129.25646,-0.0043463421,2.8714,128.65694999999999,-0.0073491874999999998
5,79.411799999999999,2.7564000000000002,129.24950999999999,-0.0045648208999999997,2.7437999999999998,128.65896000000001,-0.0073576177999999997
5,82.941199999999995,2.6389999999999998,129.24269000000001,-0.0047833316999999998,2.6271,128.65979999999999,-0.0073982698999999997
5,86.470600000000005,2.5312000000000001,129.23599999999999,-0.0050018757999999996,2.5198999999999998,128.66003000000001,-0.0074618065999999999
5,90,2.4318,129.22944000000001,-0.0052204542999999999,2.4211,128.66014999999999,-0.0075411647999999998
5,93.529399999999995,2.3399000000000001,129.22300999999999,-0.0054390684999999998,2.3296999999999999,128.66056,-0.0076309782000000001
5,97.058800000000005,2.2547000000000001,129.2167,-0.0056577195999999996,2.2450000000000001,128.66240999999999,-0.0077245648
5,100.5882,2.1755,129.21053000000001,-0.005876409,2.1663000000000001,128.66443000000001,-0.0078239904999999992
5,104.1176,2.1015999999999999,129.20447999999999,-0.0060951377999999999,2.0929000000000002,128.66743,-0.0079261281000000006
5,107.64709999999999,2.0326,129.19855999999999,-0.0063139136999999998,2.0243000000000002,128.67119,-0.0080325954999999997
5,111.1765,1.968,129.19277,-0.0065327255000000002,1.9601,128.67549,-0.0081446829999999998
5,114.7059,1.9074,129.18709999999999,-0.0067515809,1.8998999999999999,128.68015,-0.0082633277999999994
5,118.2353,1.8504,129.18156999999999,-0.0069704811999999998,1.8431999999999999,128.68501000000001,-0.0083891872999999999
5,120,1.8230999999999999,129.17885000000001,-0.0070799486000000002,1.8162,128.68746999999999,-0.0084549688000000005
