node_order,node_id,x_m,y_m,z_m,ux_mode3,uy_mode3,uz_mode3,displacement_magnitude,mode_index,frequency_hz
398763,498763,0.2220762372,0.4496320486,0.030941192060000001,0.031147409230470657,0.012640162371098995,-0.00058937951689586043,0.033619669462281926,3,102.01404571533203
398764,498764,0.22207704189999999,0.78955686089999999,-0.01326025277,0.091363042593002319,0.020331500098109245,-0.00086612708400934935,0.093601953100433899,3,102.01404571533203
398765,498765,0.22207704189999999,0.78955686089999999,-0.0044199624099999996,0.091018766164779663,0.020364651456475258,-0.00090300483861938119,0.09327352379341701,3,102.01404571533203
398766,498766,0.22207704189999999,0.78955686089999999,0.0044203251600000004,0.090679414570331573,0.02039899118244648,-0.00094048574101179838,0.092950307054407516,3,102.01404571533203
398767,498767,0.22207704189999999,0.78955686089999999,0.01326060947,0.09034428745508194,0.020432731136679649,-0.00097944168373942375,0.092631237082758208,3,102.01404571533203
398768,498768,0.22207704189999999,0.78955686089999999,0.02210089937,0.090018369257450104,0.020467853173613548,-0.0010227474849671125,0.092321643343937762,3,102.01404571533203
398769,498769,0.22207781670000001,0.099979206919999994,-0.02210054174,0.0020188663620501757,0.0029504802078008652,1.0904638656938914e-05,0.0035750907338956569,3,102.01404571533203
398770,498770,0.22207781670000001,0.099979206919999994,-0.01326025277,0.002001467626541853,0.00299658696167171,-6.0152982769068331e-05,0.0036040289205681998,3,102.01404571533203
398771,498771,0.22207781670000001,0.099979206919999994,-0.0044199624099999996,0.0019816069398075342,0.0030283466912806034,-0.00010975181794492528,0.0036207313084549333,3,102.01404571533203
398772,498772,0.22207781670000001,0.099979206919999994,0.0044203251600000004,0.0019606226123869419,0.003049829276278615,-0.0001608697057235986,0.0036292394113462303,3,102.01404571533203
398773,498773,0.22207781670000001,0.099979206919999994,0.01326060947,0.0019376660929992795,0.0030607411172240973,-0.00020998832769691944,0.0036286059544120047,3,102.01404571533203
398774,498774,0.22207781670000001,0.099979206919999994,0.02210089937,0.0019126195693388581,0.0030622505582869053,-0.00026011539739556611,0.0036198276366021455,3,102.01404571533203
398775,498775,0.22207781670000001,0.099979206919999994,0.030941192060000001,0.0018861459102481604,0.0030552798416465521,-0.00030764957773499191,0.0036037382768728029,3,102.01404571533203
398776,498776,0.2220778316,1.5101021530000001,1.8253560080000001e-07,0.30302572250366211,0.031567350029945374,-0.0057816221378743649,0.30472038533928886,3,102.01404571533203
398777,498777,0.2220778316,1.5101021530000001,0.017680751160000001,0.3015710711479187,0.031598426401615143,-0.0058186952956020832,0.30327780782527491,3,102.01404571533203
398778,498778,0.22207945579999999,0.044452443719999998,-0.017680397260000001,0.00045786984264850616,0.0013124925317242742,0.00012248085113242269,0.0013954508223269946,3,102.01404571533203
398779,498779,0.22207945579999999,0.044452443719999998,1.8253560080000001e-07,0.00045397150097414851,0.0013568574795499444,-1.3078307347313967e-05,0.0014308470867393272,3,102.01404571533203
398780,498780,0.22207945579999999,0.044452443719999998,0.017680753019999999,0.0004324855690356344,0.0013725402532145381,-0.0001537533535156399,0.0014472562343398664,3,102.01404571533203
398781,498781,0.22207945579999999,0.044452443719999998,0.035361338409999998,0.0003929974336642772,0.0013590939342975616,-0.00028362002922222018,0.0014429219057478979,3,102.01404571533203
398782,498782,0.2220800221,0.78932702539999999,-0.021855656059999999,0.091654404997825623,0.020292354747653008,-0.00083847373025491834,0.093877647259112573,3,102.01404571533203
398783,498783,0.22208175059999999,0.36719876530000001,-0.024760695169999999,0.022151773795485497,0.010546310804784298,-0.00028880356694571674,0.024535874987001147,3,102.01404571533203
398784,498784,0.22208419439999999,1.649802089,1.8253560080000001e-07,0.3546765148639679,0.032796509563922882,-0.0056470008566975594,0.35623437489145043,3,102.01404571533203
398785,498785,0.22208419439999999,1.649802089,0.017680753019999999,0.35305565595626831,0.032732013612985611,-0.0056751002557575703,0.35461512613083002,3,102.01404571533203
398786,498786,0.22208532689999999,1.2515499590000001,-0.01326025277,0.21594510972499847,0.02835366502404213,-0.0042673936113715172,0.21784038051442986,3,102.01404571533203
398787,498787,0.22208532689999999,1.2515499590000001,-0.0044199624099999996,0.21537661552429199,0.028417441993951797,-0.0042945430614054203,0.21728571196533972,3,102.01404571533203
398788,498788,0.22208532689999999,1.2515499590000001,0.0044203251600000004,0.21480080485343933,0.028485750779509544,-0.0043188640847802162,0.21672442490439434,3,102.01404571533203
398789,498789,0.22208532689999999,1.2515499590000001,0.01326060947,0.21422326564788818,0.028555646538734436,-0.0043457061983644962,0.21616178583749096,3,102.01404571533203
398790,498790,0.22208532689999999,1.2515499590000001,0.02210089937,0.21365563571453094,0.028620326891541481,-0.0043654954060912132,0.21560823577521254,3,102.01404571533203
398791,498791,0.2220890969,1.510971665,-0.016867809000000001,0.30471223592758179,0.031551100313663483,-0.0057446686550974846,0.30639520210497095,3,102.01404571533203
398792,498792,0.22209760549999999,0.93645477290000001,-0.020842071619999999,0.12618981301784515,0.023139555007219315,-0.0016698649851605296,0.12830470125634336,3,102.01404571533203
398793,498793,0.22203654410000001,1.0438766740000001,-0.020099782649999998,0.15454128384590149,0.02505997009575367,-0.0024832156486809254,0.15657961832210926,3,102.01404571533203
398794,498794,0.22209781410000001,1.0438599589999999,1.8253560080000001e-07,0.15346881747245789,0.025196582078933716,-0.0025411504320800304,0.1555442159978104,3,102.01404571533203
398795,498795,0.22209781410000001,1.0438599589999999,0.017680753019999999,0.15253619849681854,0.025333387777209282,-0.0026075784116983414,0.15464757305985904,3,102.01404571533203
398796,498796,0.2220990062,1.8511251209999999,1.8253560080000001e-07,0.4326055645942688,0.033989459276199341,-0.0040971352718770504,0.43395811362071635,3,102.01404571533203
398797,498797,0.2220990062,1.8511251209999999,0.017680753019999999,0.43076944351196289,0.033791966736316681,-0.0041117966175079346,0.43211238972163046,3,102.01404571533203
398798,498798,0.22207807230000001,1.256057545,-0.01863503062,0.21773280203342438,0.028376707807183266,-0.0042912848293781281,0.21961608719032283,3,102.01404571533203
398799,498799,0.2221008837,1.2560510629999999,1.8253560080000001e-07,0.21651588380336761,0.028510222211480141,-0.0043415185064077377,0.218428041910014,3,102.01404571533203
398800,498800,0.2221008837,1.2560510629999999,0.017680753019999999,0.21535629034042358,0.028648136183619499,-0.0043942602351307869,0.21729785323145298,3,102.01404571533203
398801,498801,0.2221040577,0.78747540709999997,0.033159051090000002,0.089164666831493378,0.020465195178985596,-0.0010667236056178808,0.091489343227153908,3,102.01404571533203
398802,498802,0.2220512416,0.78738200899999999,-0.02186841367,0.091232031583786011,0.020265381783246994,-0.00083361350698396564,0.093459425405919949,3,102.01404571533203
398803,498803,0.2221129835,1.0395178789999999,-0.01326025277,0.15296754240989685,0.025027584284543991,-0.0024633794091641903,0.15502102194269343,3,102.01404571533203
398804,498804,0.2221129835,1.0395178789999999,-0.0044199624099999996,0.15251404047012329,0.025083979591727257,-0.0024949866347014904,0.15458319291238595,3,102.01404571533203
398805,498805,0.2221129835,1.0395178789999999,0.0044203251600000004,0.15204750001430511,0.025151140987873077,-0.0025209353771060705,0.15413428323629863,3,102.01404571533203
398806,498806,0.2221129835,1.0395178789999999,0.01326060947,0.15158265829086304,0.025219613686203957,-0.0025547770783305168,0.15368753396071483,3,102.01404571533203
398807,498807,0.2221129835,1.0395178789999999,0.02210089937,0.15112252533435822,0.025290181860327721,-0.0025787015911191702,0.15324575251490083,3,102.01404571533203
398808,498808,0.2221257687,1.934189081,0.021228063849999999,0.46323612332344055,0.034006860107183456,-0.0030475854873657227,0.46449269129167375,3,102.01404571533203
398809,498809,0.2221284211,0.36568969489999997,-0.0088401073589999997,0.021739086136221886,0.01051163487136364,-0.00040569793782196939,0.024150505678426193,3,102.01404571533203
398810,498810,0.2221284211,0.36568969489999997,0.0088404677810000002,0.021492300555109978,0.010517805814743042,-0.00048829929437488317,0.023932857299301107,3,102.01404571533203
398811,498811,0.2221284211,0.36568969489999997,0.02652104571,0.021255180239677429,0.010514109395444393,-0.00058668007841333747,0.023720737275956517,3,102.01404571533203
398812,498812,0.22206732479999999,1.035200761,-0.020160404600000001,0.1521545946598053,0.024908866733312607,-0.0024159401655197144,0.15419892699014137,3,102.01404571533203
398813,498813,0.22213017939999999,1.0351836679999999,1.8253560080000001e-07,0.15108834207057953,0.025039246305823326,-0.0024691738653928041,0.15316901705233235,3,102.01404571533203
398814,498814,0.22213017939999999,1.0351836679999999,0.017680753019999999,0.1501644104719162,0.025175705552101135,-0.0025355976540595293,0.15228130409832819,3,102.01404571533203
398815,498815,0.22213087979999999,0.78540855649999997,-0.017680397260000001,0.090639300644397736,0.020219754427671432,-0.00082918518455699086,0.092870925689858108,3,102.01404571533203
398816,498816,0.22213087979999999,0.78540855649999997,1.8253560080000001e-07,0.089955389499664307,0.020285112783312798,-0.00090277992421761155,0.092218614781721844,3,102.01404571533203
398817,498817,0.22213087979999999,0.78540855649999997,0.017680751160000001,0.089288026094436646,0.020352154970169067,-0.00098059873562306166,0.091583423116036025,3,102.01404571533203
398818,498818,0.2221327126,1.5143392090000001,0.021640347319999999,0.30276495218276978,0.031624376773834229,-0.0058399992994964123,0.30446809860539809,3,102.01404571533203
398819,498819,0.22211231349999999,1.265067731,-0.018573548079999998,0.22061346471309662,0.028495632112026215,-0.0043626176193356514,0.22248895319694684,3,102.01404571533203
398820,498820,0.22213371100000001,1.265061736,1.8253560080000001e-07,0.2193911075592041,0.028627483174204826,-0.0044131600297987461,0.22129497701121065,3,102.01404571533203
398821,498821,0.22213371100000001,1.265061736,0.017680753019999999,0.2182207852602005,0.028763551265001297,-0.0044643422588706017,0.22015354494706016,3,102.01404571533203
398822,498822,0.22213421759999999,1.9344804289999999,-0.013890238480000001,0.46712961792945862,0.034488320350646973,-0.0030211915727704763,0.46841077249146418,3,102.01404571533203
398823,498823,0.22213909030000001,0.62253785129999994,-0.023006256669999999,0.05881904810667038,0.016731413081288338,-0.00042438029777258635,0.061153909952746673,3,102.01404571533203
398824,498824,0.22213909030000001,1.5148320200000001,-0.0044199624099999996,0.30510556697845459,0.03158801794052124,-0.0057755624875426292,0.30679075442506809,3,102.01404571533203
398825,498825,0.22213909030000001,1.5148320200000001,0.0044203251600000004,0.30437347292900085,0.031599253416061401,-0.0057944958098232746,0.30606420898400344,3,102.01404571533203
398826,498826,0.22213909030000001,1.5148320200000001,0.01326060947,0.30364438891410828,0.031614109873771667,-0.0058130361139774323,0.30534105235129383,3,102.01404571533203
398827,498827,0.22213998439999999,0.63857901100000003,0.03065835498,0.060120977461338043,0.017134809866547585,-0.00066455511841922998,0.062518599421091239,3,102.01404571533203
398828,498828,0.22214147449999999,2.1062226289999999,-0.01074226759,0.53550142049789429,0.034847166389226913,-0.00029773730784654617,0.53663412583260628,3,102.01404571533203
398829,498829,0.22214472290000001,1.5152668949999999,-0.012853957710000001,0.30596378445625305,0.031581301242113113,-0.0057575399987399578,0.30764324347167882,3,102.01404571533203
398830,498830,0.2221515775,1.269571185,-0.01326025277,0.22171078622341156,0.028586843982338905,-0.0044095371849834919,0.22358963391637734,3,102.01404571533203
398831,498831,0.2221515775,1.269571185,-0.0044199624099999996,0.22113201022148132,0.028648976236581802,-0.0044361473992466927,0.22302423453011871,3,102.01404571533203
398832,498832,0.2221515775,1.269571185,0.0044203251600000004,0.22054630517959595,0.028715310618281364,-0.0044600609689950943,0.22245254311003729,3,102.01404571533203
398833,498833,0.2221515775,1.269571185,0.01326060947,0.2199585884809494,0.028783146291971207,-0.0044861622154712677,0.22187919192303768,3,102.01404571533203
398834,498834,0.2221515775,1.269571185,0.02210089937,0.21937863528728485,0.028847502544522285,-0.0045050289481878281,0.22131303465768068,3,102.01404571533203
