a_m,t1_over_a,score_before_observed,score_before_cases_8_29_feasible,score_after_observed,score_after_cases_8_29_feasible
0.011900000000000001,0.39474999999999999,1,1,1,1
0.011900000000000001,0.39562500000000006,1,1,1,1
0.011900000000000001,0.39650000000000002,1,1,1,1
0.011900000000000001,0.39737500000000003,1,1,1,1
0.011900000000000001,0.39824999999999999,1,1,1,1
0.011900000000000001,0.39912500000000006,1,1,1,1
0.011900000000000001,0.40000000000000002,1,1,1,1
0.011950000000000001,0.050000000000000003,0,0,0,0
0.011950000000000001,0.050875000000000004,0,0,0,0
0.011950000000000001,0.051750000000000004,0,0,0,0
0.011950000000000001,0.052625000000000005,0,0,0,0
0.011950000000000001,0.053500000000000006,0,0,0,0
0.011950000000000001,0.054375000000000007,0,0,0,0
0.011950000000000001,0.05525,0,0,0,0
0.011950000000000001,0.056125000000000001,0,0,0,0
0.011950000000000001,0.057000000000000002,0,0,0,0
0.011950000000000001,0.057875000000000003,0,0,0,0
0.011950000000000001,0.058750000000000004,0,0,0,0
0.011950000000000001,0.059625000000000004,0,0,0,0
0.011950000000000001,0.060500000000000005,0,0,0,0
0.011950000000000001,0.061375000000000006,0,0,0,0
0.011950000000000001,0.062250000000000007,0,0,0,0
0.011950000000000001,0.063125000000000001,0,0,0,0
0.011950000000000001,0.064000000000000001,0,0,0,0
0.011950000000000001,0.064875000000000002,0,0,0,0
0.011950000000000001,0.065750000000000003,0,0,0,0
0.011950000000000001,0.066625000000000004,0,0,0,0
0.011950000000000001,0.067500000000000004,0,0,0,0
0.011950000000000001,0.068375000000000005,0,0,0,0
0.011950000000000001,0.069250000000000006,0,0,0,0
0.011950000000000001,0.070125000000000007,0,0,0,0
0.011950000000000001,0.071000000000000008,0,0,0,0
0.011950000000000001,0.071875000000000008,0,0,0,0
0.011950000000000001,0.072750000000000009,0,0,0,0
0.011950000000000001,0.07362500000000001,0,0,0,0
0.011950000000000001,0.074500000000000011,0,0,0,0
0.011950000000000001,0.075374999999999998,0,0,0,0
0.011950000000000001,0.076250000000000012,0,0,0,0
0.011950000000000001,0.077124999999999999,0,0,0,0
0.011950000000000001,0.078000000000000014,0,0,0,0
0.011950000000000001,0.078875000000000001,0,0,0,0
0.011950000000000001,0.079750000000000015,0,0,0,0
0.011950000000000001,0.080625000000000002,0,0,0,0
0.011950000000000001,0.081500000000000003,0,0,0,0
0.011950000000000001,0.082375000000000004,0,0,0,0
0.011950000000000001,0.083250000000000005,0,0,0,0
0.011950000000000001,0.084125000000000005,0,0,0,0
0.011950000000000001,0.085000000000000006,0,0,0,0
0.011950000000000001,0.085875000000000007,0,0,0,0
0.011950000000000001,0.086750000000000008,0,0,0,0
0.011950000000000001,0.087625000000000008,0,0,0,0
0.011950000000000001,0.088500000000000009,0,0,0,0
0.011950000000000001,0.08937500000000001,0,0,0,0
0.011950000000000001,0.090250000000000011,0,0,0,0
0.011950000000000001,0.091125000000000012,0,0,0,0
0.011950000000000001,0.091999999999999998,0,0,0,0
0.011950000000000001,0.092875000000000013,0,0,0,0
0.011950000000000001,0.09375,0,0,0,0
0.011950000000000001,0.094625000000000015,0,0,0,0
0.011950000000000001,0.095500000000000002,0,0,0,0
0.011950000000000001,0.096375000000000016,0,0,0,0
0.011950000000000001,0.097250000000000003,0,0,0,0
0.011950000000000001,0.098125000000000018,0,0,0,0
0.011950000000000001,0.099000000000000005,0,0,0,0
0.011950000000000001,0.099875000000000005,0,0,0,0
0.011950000000000001,0.10075000000000001,0,0,0,0
0.011950000000000001,0.10162500000000001,0,0,0,0
0.011950000000000001,0.10250000000000001,0,0,0,0
0.011950000000000001,0.10337500000000001,0,0,0,0
0.011950000000000001,0.10425000000000001,0,0,0,0
0.011950000000000001,0.10512500000000001,0,0,0,0
0.011950000000000001,0.10600000000000001,0,0,0,0
0.011950000000000001,0.10687500000000001,0,0,0.0097627363972889736,0.011134777150483832
0.011950000000000001,0.10775000000000001,0,0,0.027200640212277416,0.028716954083339297
0.011950000000000001,0.10862500000000001,0,0,0.044644434523952281,0.046315747106071725
0.011950000000000001,0.10950000000000001,0,0,0.062069985404605899,0.063907010701091282
0.011950000000000001,0.110375,0,0,0.079454374633859626,0.081467794157332352
0.011950000000000001,0.11125,0.0033613051495267054,0,0.096775861377966732,0.098976301517725129
0.011950000000000001,0.112125,0.01638550848297643,0,0.11401384249604429,0.11641185006256255
0.011950000000000001,0.113,0.02937196595729985,0.0055941938358916588,0.13114881177082549,0.13375482765161478
0.011950000000000001,0.113875,0.042306204495607347,0.017350874968206198,0.14816231836664062,0.15098664925409189
0.011950000000000001,0.11475,0.055174376911905021,0.029040299412774695,0.16503692481848287,0.16808971299787118
0.011950000000000001,0.11562500000000001,0.067963247820217842,0.040650483658331238,0.18175616485402557,0.18504735606849021
0.011950000000000001,0.11650000000000001,0.080660178905362145,0.05217002864650877,0.1983045013458602,0.20184381078498187
0.011950000000000001,0.11737500000000001,0.093253113686788014,0.063588107151290985,0.21466728468477153,0.21846416117417627
0.011950000000000001,0.11825000000000001,0.10573056190958224,0.07489445065935213,0.23083071185696546,0.23489430035823289
0.011950000000000001,0.11912500000000001,0.1180815836979896,0.086079335874822693,0.24678178649940918,0.25112088906227992
0.011950000000000001,0.12000000000000001,0.13029577360685163,0.097133570971382643,0.26250828019807182,0.26713131554046138
0.011950000000000001,0.12087500000000001,0.14236324470532385,0.10804848171292081,0.27799869528418519,0.28291365720959438
0.011950000000000001,0.12175000000000001,0.15427461282527843,0.11881589756144573,0.29324222937390998,0.29845664427034102
0.011950000000000001,0.12262500000000001,0.16602098110395658,0.12943124905097925,0.30822874188687843,0.31374962558597286
0.011950000000000001,0.12350000000000001,0.17759434441794314,0.13989197368928241,0.3229487227691511,0.32878253707871485
0.011950000000000001,0.12437500000000001,0.18899187968207415,0.15019104805284433,0.33739326363582545,0.34354587289276273
0.011950000000000001,0.12525000000000003,0.20020743085443105,0.1603218141108203,0.35155403153776232,0.35803065956127089
0.011950000000000001,0.12612500000000001,0.21123368360976447,0.17027802425430749,0.36542324554523176,0.37222843340134071
0.011950000000000001,0.127,0.22206371918457068,0.18005383077057241,0.37899365632829851,0.38613122134585587
0.011950000000000001,0.12787500000000002,0.23269100384757146,0.18964377608181393,0.39225852889902912,0.39973152540329748
0.011950000000000001,0.12875000000000003,0.2431093794737022,0.19904278380809376,0.40521162866346494,0.41302231091573938
0.011950000000000001,0.12962500000000002,0.25331305529240533,0.20824615070938657,0.4178472109112954,0.42599699876048103
0.011950000000000001,0.1305,0.26329660087530116,0.21724953955668036,0.4301600138475784,0.43864946161142904
0.011950000000000001,0.13137500000000002,0.27305494042198775,0.22604897297672361,0.44214525524324622,0.45097402434182177
0.011950000000000001,0.13225000000000001,0.28258334839583665,0.23464082830928396,0.45379863274885501,0.46296546860960042
0.011950000000000001,0.13312499999999999,0.29187744655403586,0.24302183350966544,0.46511632787885049,0.47461904162023683
0.011950000000000001,0.13400000000000001,0.30093320240782617,0.25118906412265463,0.47609501363105944,0.48593046900889469
0.011950000000000001,0.13487500000000002,0.3097469291397501,0.25913994134700308,0.48673186565828597,0.4968959717243675
0.011950000000000001,0.13575000000000001,0.3183152869947744,0.26687223120196318,0.49702457685576629,0.50751228673165549
0.011950000000000001,0.136625,0.32663528615130005,0.2743840447992692,0.50697137517042801,0.51777669127896675
0.011950000000000001,0.13750000000000001,0.3347042910663226,0.28167383971521581,0.51657104437592516,0.52768703039928289
0.011950000000000001,0.13837500000000003,0.34252002627628531,0.28874042244817733,0.52582294749257108,0.53724174723812546
0.011950000000000001,0.13925000000000001,0.35008058362155403,0.29558295193698175,0.53472705246482155,0.54643991571947592
0.011950000000000001,0.140125,0.3573844308478919,0.30220094410502019,0.54328395964275178,0.55528127498352475
0.011950000000000001,0.14100000000000001,0.36443042152287769,0.30859427738386364,0.55149493054998122,0.56376626495563409
0.011950000000000001,0.14187500000000003,0.3712178061890255,0.31476319915851125,0.55936191736120211,0.57189606233875967
0.011950000000000001,0.14275000000000002,0.3777462446584185,0.32070833306423524,0.56688759246011011,0.57967261626470057
0.011950000000000001,0.143625,0.38401581933617912,0.3264306870524204,0.57407537740589154,0.58709868279628208
0.011950000000000001,0.14450000000000002,0.39002704944220168,0.33193166212990061,0.58092947060562405,0.59417785744582141
0.011950000000000001,0.14537500000000003,0.3957809059823999,0.33721306166317111,0.58745487297336085,0.60091460486778581
0.011950000000000001,0.14625000000000002,0.40127882730257208,0.34227710112562215,0.59365741085586698,0.60731428489734984
0.011950000000000001,0.14712500000000001,0.40652273504003261,0.34712641815279777,0.59954375552113726,0.61338317414282173
0.011950000000000001,0.14800000000000002,0.41151505027069146,0.35176408275769622,0.60512143853942302,0.61912848239894314
0.011950000000000001,0.14887500000000001,0.41625870963255679,0.35619360754556273,0.61039886243703556,0.62455836322877323
0.011950000000000001,0.14974999999999999,0.42075718119098515,0.36041895775559951,0.61538530606959418,0.62968191816238117
0.011950000000000001,0.15062500000000001,0.42501447979668538,0.36444456094573519,0.62009092424148338,0.63450919407746931
0.011950000000000001,0.15150000000000002,0.42903518167482646,0.36827531612626441,0.62452674118934914,0.63905117345619278
0.011950000000000001,0.15237500000000001,0.4328244379728497,0.37191660213892508,0.62870463764606632,0.64331975734873181
0.011950000000000001,0.15325,0.43638798698601455,0.37537428507003923,0.63263733130397581,0.64732774101192181
0.011950000000000001,0.15412500000000001,0.4397321647736156,0.37865472447988502,0.63633835059834443,0.65108878232475809
0.011950000000000001,0.15500000000000003,0.4428639138752628,0.38176477822554733,0.63982200183002447,0.65461736320600084
0.011950000000000001,0.15587500000000001,0.44579078983596943,0.38471180565137986,0.64310332973661022,0.65792874436734283
0.011950000000000001,0.15675,0.44852096525100166,0.3875036689198999,0.64619807170103538,0.66103891382421187
0.011950000000000001,0.15762500000000002,0.45106323104670865,0.39014873225658381,0.64912260585306036,0.66396452965187924
0.011950000000000001,0.15850000000000003,0.45342699472186176,0.39265585888468735,0.65189389337114201,0.66672285751518001
0.011950000000000001,0.15937500000000002,0.45562227528539401,0.39503440543097829,0.654529415329,0.66933170351497306
0.011950000000000001,0.16025,0.45765969464083428,0.39729421359010336,0.65704710445318681,0.67180934288423422
0.011950000000000001,0.16112500000000002,0.45955046518509518,0.39944559884442143,0.65946527216616824,0.67417444503332602
0.011950000000000001,0.16200000000000003,0.46130637340957004,0.40149933604740151,0.66180253128564481,0.67644599539065098
0.011950000000000001,0.16287500000000002,0.46293975931453812,0.40346664169226898,0.66407771473748567,0.67864321441583142
0.011950000000000001,0.16375000000000001,0.46446349147381616,0.40535915270361522,0.66630979061952267,0.68078547408265011
0.011950000000000001,0.16462500000000002,0.46589093761507189,0.40718890160810373,0.66851777392956313,0.68289221204384909
0.011950000000000001,0.16550000000000004,0.46723593061253649,0.40896828796155754,0.67072063524662251,0.6849828436053178
0.011950000000000001,0.16637500000000002,0.46851272982274494,0.4107100459335945,0.67293720663259571,0.68707667155925622
0.011950000000000001,0.16725000000000001,0.46973597773062747,0.41242720797789345,0.67518608500558874,0.68919279386041654
0.011950000000000001,0.16812500000000002,0.47092065191278065,0.41413306454630139,0.67748553322872285,0.69135000908203992
0.011950000000000001,0.16900000000000004,0.47208201236714059,0.41584111983861083,0.67985337916216415,0.6935667195637949
0.011950000000000001,0.16987500000000003,0.47323554430372217,0.4175650436170818,0.68230691294372803,0.69586083216716677
0.011950000000000001,0.17075000000000001,0.47439689653965861,0.41931861915603807,0.68486278279704316,0.6982496565881875
0.011950000000000001,0.171625,0.47558181569353014,0.42111568744208305,0.68753688971761284,0.70074980124576602
0.011950000000000001,0.17249999999999999,0.47680607642883716,0.42297008778986744,0.69034428145804938,0.70337706686808354
0.011950000000000001,0.173375,0.47808540805453476,0.42489559509185315,0.69329904632557171,0.70614633804032345
0.011950000000000001,0.17425000000000002,0.47943541785111388,0.42690585397771996,0.6964142074186157,0.70907147315412766
0.011950000000000001,0.17512500000000003,0.48087151155387303,0.4290143102199101,0.69970161806605158,0.7121651934115415
0.011950000000000001,0.17599999999999999,0.48240881148956677,0.43123413978524766,0.70317185939209947,0.71543897178120419
0.011950000000000001,0.176875,0.484062072927959,0.43357817599799453,0.70683414111267751,0.71890292307926451
0.011950000000000001,0.17775000000000002,0.48584559927453735,0.43605883534568024,0.71069620687325297,0.72256569664723258
0.011950000000000001,0.17862500000000003,0.48777315679349875,0.43868804252434035,0.71476424566284436,0.72643437341868278
0.011950000000000001,0.17949999999999999,0.48985788960908389,0.44147715538235133,0.71904281107975532,0.7305143694992462
0.011950000000000001,0.18037500000000001,0.49211223578689012,0.44443689048025375,0.72353475047732219,0.73480934872175341
0.011950000000000001,0.18125000000000002,0.49454784534245166,0.4475772500352766,0.72824114627435443,0.73932114696965789
0.011950000000000001,0.18212500000000004,0.49717550106034708,0.45090745106182117,0.73316127196468761,0.74404971137409959
0.011950000000000001,0.183,0.50000504303116811,0.45443585755053306,0.73829256558803202,0.74899305776524217
0.011950000000000001,0.18387500000000001,0.50304529782380791,0.45816991654663142,0.74363062361008225,0.75414724997472904
0.011950000000000001,0.18475000000000003,0.50630401320533747,0.46211609899133366,0.74916921827692484,0.75950640471418418
0.011950000000000001,0.18562500000000004,0.50978779929869777,0.46627984617670803,0.75490034152313501,0.76506272575811773
0.011950000000000001,0.1865,0.51350207702901929,0.47066552263348593,0.76081427838290483,0.77080657099395211
0.011950000000000001,0.18737500000000001,0.51745103465227071,0.47527637622268665,0.76689971252943734,0.77672655551416836
0.011950000000000001,0.18825000000000003,0.52163759308578106,0.48011450613581602,0.77314386599618035,0.78280969325878935
0.011950000000000001,0.18912500000000004,0.52606338067000702,0.48518083942583917,0.77953267425915174,0.78904157871185288
0.011950000000000001,0.19,0.5307287178864819,0.4904751165936343,0.78605099663748224,0.79540660876537783
0.011950000000000001,0.19087500000000002,0.53563261244057547,0.49599588664461569,0.79268286037367419,0.80188824306210627
0.011950000000000001,0.19175000000000003,0.54077276499203086,0.5017405119100905,0.79941173479866168,0.80846929892953656
0.011950000000000001,0.19262499999999999,0.54614558568426275,0.50770518280079679,0.80622082973601361,0.81513227449686643
0.011950000000000001,0.19350000000000001,0.55174622148804087,0.51388494252895778,0.81309340989326717,0.82185969089735844
0.011950000000000001,0.19437500000000002,0.55756859423924943,0.52027372170304909,0.82001311464267967,0.82863444183984392
0.011950000000000001,0.19525000000000003,0.56360544911649579,0.5268643825690118,0.8269642705969007,0.83544013660271299
0.011950000000000001,0.19612499999999999,0.56984841317453616,0.53364877254526333,0.83393218306695838,0.84226142102468282
0.011950000000000001,0.19700000000000001,0.57628806342533634,0.54061778657822401,0.84090339216979226,0.84908426069057819
0.011950000000000001,0.19787500000000002,0.58291400384124825,0.54776143773165786,0.84786588027134147,0.8558961715021276
0.011950000000000001,0.19875000000000004,0.58971495054442791,0.55506893531726942,0.85480921969875712,0.86268638528201946
0.011950000000000001,0.199625,0.59667882434386732,0.5625287697765079,0.86172465312372792,0.86944594186472823
0.011950000000000001,0.20050000000000001,0.60379284968543911,0.57012880343372085,0.86860510339066566,0.87616770392982612
0.011950000000000001,0.20137500000000003,0.61104365899148183,0.57785636615903224,0.87544511435669947,0.8828462961016057
0.011950000000000001,0.20225000000000004,0.61841740128417344,0.58569835490503708,0.88224072896666372,0.88947797495746861
0.011950000000000001,0.203125,0.62589985391194192,0.593641336015159,0.88898931477915699,0.89606044097698301
0.011950000000000001,0.20400000000000001,0.63347653613108723,0.60167164914364957,0.89568935009668982,0.90259260669123254
0.011950000000000001,0.20487500000000003,0.6411328232374941,0.60977551157925169,0.90234018553337281,0.90907433713751995
0.011950000000000001,0.20575000000000004,0.64885405989826417,0.61793912172838317,0.90894179628010985,0.91550617919097932
0.011950000000000001,0.206625,0.65662567130332228,0.6261487604918442,0.91549453966685446,0.92188909561711074
0.011950000000000001,0.20750000000000002,0.66443327074677905,0.63439088926506637,0.92199893113906739,0.92822421806108324
0.011950000000000001,0.20837500000000003,0.67226276226049864,0.64265224330855109,0.92845544975143479,0.93451263098308801
0.011950000000000001,0.20925000000000005,0.68010043696254252,0.65091991927642612,0.93486438199205313,0.94075519604912672
0.011950000000000001,0.21012500000000001,0.68793306185372549,0.6591814557592004,0.94122571036872404,0.94695242390046508
0.011950000000000001,0.21100000000000002,0.69574795989905924,0.66742490579407654,0.9475390508158037,0.95310439766761434
0.011950000000000001,0.21187500000000004,0.70353308036768358,0.67563890042272123,0.95380364063949308,0.95921075009821433
0.011950000000000001,0.21275000000000005,0.71127705857410184,0.68381270253137916,0.96001837638374843,0.96527069370638952
0.011950000000000001,0.21362500000000001,0.71896926436142894,0.69193625038820772,0.96618189861973669,0.97128310087362146
0.011950000000000001,0.21450000000000002,0.72659983888862634,0.70000019049308215,0.97229271820666086,0.97724662830108855
0.011950000000000001,0.21537499999999998,0.73415971952077286,0.70799589956902365,0.97834937606005279,0.983159877645428
0.011950000000000001,0.21625,0.74164065286563052,0.71591549574425206,0.98435062599333967,0.98902158165763843
0.011950000000000001,0.21712500000000001,0.74903519624126169,0.72375183919084662,0.99029562796348736,0.99483080287940484
0.011950000000000001,0.21800000000000003,0.75633670808859466,0.73149852269164128,0.99618413733017963,1
0.011950000000000001,0.21887499999999999,0.76353932805048275,0.73914985279316514,1,1
0.011950000000000001,0.21975,0.77063794761723603,0.74670082236235191,1,1
0.011950000000000001,0.22062500000000002,0.77762817238195048,0.75414707549326376,1,1
0.011950000000000001,0.22150000000000003,0.78450627705355536,0.76148486580389341,1,1
0.011950000000000001,0.22237499999999999,0.7912691544403293,0.76871100922147662,1,1
0.011950000000000001,0.22325,0.79791425964225882,0.77582283237812488,1,1
0.011950000000000001,0.22412500000000002,0.80443955068054507,0.78281811773015408,1,1
0.011950000000000001,0.22500000000000003,0.81084342675107557,0.78969504647810707,1,1
0.011950000000000001,0.22587499999999999,0.81712466522126337,0.79645214030500311,1,1
0.011950000000000001,0.22675000000000001,0.82328235840303376,0.80308820287381255,1,1
0.011950000000000001,0.22762500000000002,0.82931585103455807,0.80960226193663898,1,1
0.011950000000000001,0.22850000000000004,0.83522467929614042,0.81599351281333377,1,1
0.011950000000000001,0.229375,0.84100851207640592,0.82226126390080623,1,1
0.011950000000000001,0.23025000000000001,0.84666709509850713,0.82840488478035845,1,1
0.011950000000000001,0.23112500000000002,0.85220019841583072,0.83442375740207897,1,1
0.011950000000000001,0.23200000000000004,0.85760756769554847,0.84031723074518483,1,1
0.011950000000000001,0.232875,0.86288887962781979,0.84608457928256242,1,1
0.011950000000000001,0.23375000000000001,0.86804370172975076,0.85172496551771149,1,1
0.011950000000000001,0.23462500000000003,0.87307145675629605,0.85723740681277039,1,1
0.011950000000000001,0.23550000000000004,0.87797139188487539,0.86262074668701882,1,1
0.011950000000000001,0.236375,0.88274255280551273,0.86787363073519908,1,1
0.011950000000000001,0.23725000000000002,0.88738376282273079,0.87299448729324136,1,1
0.011950000000000001,0.23812500000000003,0.89189360705731102,0.87798151296361382,1,1
0.011950000000000001,0.23900000000000005,0.89627042182367733,0.88283266310203867,1,1
0.011950000000000001,0.239875,0.90051228924998483,0.88754564735969788,1,1
0.011950000000000001,0.24075000000000002,0.90461703720076592,0.89211793036814901,1,1
0.011950000000000001,0.24162500000000003,0.90858224455380776,0.89654673764575676,1,1
0.011950000000000001,0.24250000000000005,0.9124052518717195,0.9008290667923784,1,1
0.011950000000000001,0.24337500000000001,0.9160831774913909,0.90496170402053822,1,1
0.011950000000000001,0.24425000000000002,0.91961293902971952,0.90894124604477433,1,1
0.011950000000000001,0.24512500000000004,0.92299128026841259,0.91276412731318612,1,1
0.011950000000000001,0.24600000000000005,0.92621480333303219,0.9164266525151481,1,1
0.011950000000000001,0.24687500000000001,0.92928000601976701,0.91992503423470828,1,1
0.011950000000000001,0.24775000000000003,0.93218332404673365,0.92325543553947464,1,1
0.011950000000000001,0.24862500000000004,0.93492117791441354,0.92641401719930083,1,1
0.011950000000000001,0.2495,0.93749002395321301,0.9293969891189382,1,1
0.011950000000000001,0.25037500000000001,0.93988640901666787,0.93220066544570557,1,1
0.011950000000000001,0.25125000000000003,0.94210702814993996,0.93482152268059981,1,1
0.011950000000000001,0.25212500000000004,0.94414878442995576,0.93725625998423845,1,1
0.011950000000000001,0.253,0.94600885004217061,0.93950186073408337,1,1
0.011950000000000001,0.25387500000000002,0.94768472753717048,0.94155565426430454,1,1
0.011950000000000001,0.25475000000000003,0.94917431010715481,0.94341537661360797,1,1
0.011950000000000001,0.25562500000000005,0.95047593964691623,0.94507922902864805,1,1
0.011950000000000001,0.25650000000000001,0.95158846132531538,0.94654593293049161,1,1
0.011950000000000001,0.25737500000000002,0.95251127339894526,0.94781478005666631,1,1
0.011950000000000001,0.25825000000000004,0.95324437105595661,0.9488856765479059,1,1
0.011950000000000001,0.25912500000000005,0.95378838318668357,0.9497591798587296,1,1
0.011950000000000001,0.26000000000000001,0.9541446011383915,0.95043652753398011,1,1
0.011950000000000001,0.26087500000000002,0.95431499871882419,0.95091965710401094,1,1
0.011950000000000001,0.26175000000000004,0.95430224295824984,0.95121121660017505,1,1
0.011950000000000001,0.26262500000000005,0.95410969541014246,0.95131456546713344,1,1
0.011950000000000001,0.26350000000000001,0.95374140405192298,0.95123376593447428,1,1
0.011950000000000001,0.26437500000000003,0.95320208612344903,0.9509735651910366,1,1
0.011950000000000001,0.26525000000000004,0.95249710249704789,0.95053936896577373,1,1
0.011950000000000001,0.26612500000000006,0.95163242439548834,0.94993720734537279,1,1
0.011950000000000001,0.26700000000000002,0.95061459345271715,0.94917369384032813,1,1
0.011950000000000001,0.26787500000000003,0.94945067623972768,0.94825597884089285,1,1
0.011950000000000001,0.26875000000000004,0.94814821445226682,0.94719169867994091,1,1
0.011950000000000001,0.269625,0.94671517197865085,0.94598892154171188,1,1
0.011950000000000001,0.27050000000000002,0.94515988003996632,0.94465609142896279,1,1
0.011950000000000001,0.27137500000000003,0.9434909815279352,0.94320197133287931,1,1
0.011950000000000001,0.27225000000000005,0.9417173755664483,0.94163558664911073,1,1
0.011950000000000001,0.27312500000000001,0.93984816320057574,0.93996616975894898,1,1
0.011950000000000001,0.27400000000000002,0.93789259498054189,0.93820310655597483,1,1
0.011950000000000001,0.27487500000000004,0.93586002106657495,0.93635588555442528,1,1
0.011950000000000001,0.27575000000000005,0.93375984433999837,0.93443405007253522,1,1
0.011950000000000001,0.27662500000000001,0.93160147687283401,0.93244715384863941,1,1
0.011950000000000001,0.27750000000000002,0.92939429998602674,0.93040472032352539,1,1
0.011950000000000001,0.27837500000000004,0.92714762801810724,0.92831620571229401,1,1
0.011950000000000001,0.27925000000000005,0.92487067583316951,0.92619096589440808,1,1
0.011950000000000001,0.28012500000000001,0.92257253001940354,0.92403822707157657,1,1
0.011950000000000001,0.28100000000000003,0.92026212366715354,0.92186706007975805,1,1
0.011950000000000001,0.28187500000000004,0.91794821456716247,0.91968635819238054,1,1
0.011950000000000001,0.28275000000000006,0.915639366634039,0.91750481821563068,1,1
0.011950000000000001,0.28362500000000002,0.9133439343355787,0.91533092465182497,1,1
0.011950000000000001,0.28450000000000003,0.91107004989346296,0.91317293669151534,1,1
0.011950000000000001,0.28537500000000005,0.90882561301376619,0.91103887778776849,1,1
0.011950000000000001,0.28625000000000006,0.90661828290479951,0.90893652756517662,1,1
0.011950000000000001,0.28712500000000002,0.9044554723439604,0.90687341582039116,1,1
0.011950000000000001,0.28800000000000003,0.90234434356309912,0.90485681837898613,1,1
0.011950000000000001,0.28887500000000005,0.90029180573253775,0.90289375458432164,1,1
0.011950000000000001,0.28975000000000006,0.89830451383633603,0.90099098620678986,1,1
0.011950000000000001,0.29062500000000002,0.8963888687449999,0.89915501757573413,1,1
0.011950000000000001,0.29149999999999998,0.89455101830606432,0.89739209675085718,1,1
0.011950000000000001,0.29237500000000005,0.89279685928734409,0.89570821756462515,1,1
0.011950000000000001,0.29325000000000001,0.891132040021826,0.89410912238164886,1,1
0.011950000000000001,0.29412500000000003,0.88956196361688877,0.8926003054350502,1,1
0.011950000000000001,0.29499999999999998,0.8880917916037141,0.89118701661328281,1,1
0.011950000000000001,0.29587500000000005,0.88672644791510269,0.88987426558351546,1,1
0.011950000000000001,0.29675000000000001,0.88547062309155022,0.8886668261495777,1,1
0.011950000000000001,0.29762500000000003,0.88432877862613468,0.88756924075342725,1,1
0.011950000000000001,0.29849999999999999,0.88330515136879628,0.88658582503933814,1,1
0.011950000000000001,0.29937500000000006,0.88240375791956449,0.88572067240921326,1,1
0.011950000000000001,0.30025000000000002,0.88162839894869716,0.88497765850601329,1,1
0.011950000000000001,0.30112500000000003,0.88098266338919995,0.88436044556997939,1,1
0.011950000000000001,0.30199999999999999,0.88046993245404237,0.88387248661934081,1,1
0.011950000000000001,0.30287500000000001,0.88009338343661847,0.88351702941355503,1,1
0.011950000000000001,0.30375000000000002,0.87985599325854458,0.88329712016282191,1,1
0.011950000000000001,0.30462500000000003,0.87976054173405871,0.88321560695287649,1,1
0.011950000000000001,0.30549999999999999,0.87980961452469586,0.88327514285858222,1,1
0.011950000000000001,0.30637500000000001,0.88000560576224429,0.88347818872425588,1,1
0.011950000000000001,0.30725000000000002,0.88035072032160633,0.88382701559234589,1,1
0.011950000000000001,0.30812500000000004,0.88084697572869675,0.88432370676564087,1,1
0.011950000000000001,0.309,0.88149620369165249,0.88497015949138425,1,1
0.011950000000000001,0.30987500000000001,0.88230005124651978,0.88576808625857639,1,1
0.011950000000000001,0.31075000000000003,0.883259981511335,0.88671901570252964,1,1
0.011950000000000001,0.31162500000000004,0.88437727404503752,0.88782429311325539,1,1
0.011950000000000001,0.3125,0.88565302481016817,0.88908508054678759,1,1
0.011950000000000001,0.31337500000000001,0.88708814574059547,0.89050235654080379,1,1
0.011950000000000001,0.31425000000000003,0.88868336391791714,0.89207691543829593,1,1
0.011950000000000001,0.31512499999999999,0.89043922036244605,0.89380936632524821,1,1
0.011950000000000001,0.316,0.89235606844704118,0.89570013159059647,1,1
0.011950000000000001,0.31687500000000002,0.89443407194447844,0.89774944511909938,1,1
0.011950000000000001,0.31775000000000003,0.89667320272145135,0.89995735013007239,1,1
0.011950000000000001,0.31862499999999999,0.899073238094941,0.90232369667750356,1,1
0.011950000000000001,0.31950000000000001,0.90163375786938282,0.90484813882964232,1,1
0.011950000000000001,0.32037500000000002,0.9043541410759397,0.90753013154892948,1,1
0.011950000000000001,0.32125000000000004,0.90723356243824282,0.91036892729604846,1,1
0.011950000000000001,0.32212499999999999,0.91027098859223476,0.91336357238501398,1,1
0.011950000000000001,0.32300000000000001,0.91346517409121386,0.91651290311951294,1,1
0.011950000000000001,0.32387500000000002,0.9168146572309066,0.91981554174427471,1,1
0.011950000000000001,0.32475000000000004,0.920317755733284,0.9232698922489404,1,1
0.011950000000000001,0.325625,0.92397256233207781,0.92687413606594904,1,1
0.011950000000000001,0.32650000000000001,0.92777694030729896,0.93062622770808934,1,1
0.011950000000000001,0.32737500000000003,0.93172851902072773,0.93452389039580452,1,1
0.011950000000000001,0.32825000000000004,0.93582468950903253,0.93856461172880334,1,1
0.011950000000000001,0.329125,0.94006260019621601,0.94274563946132961,1,1
0.011950000000000001,0.33000000000000002,0.94443915279200219,0.94706397744512394,1,1
0.011950000000000001,0.33087500000000003,0.94895099844769604,0.95151638180879283,1,1
0.011950000000000001,0.33175000000000004,0.95359453424604002,0.95609935744708929,1,1
0.011950000000000001,0.332625,0.95836590010600375,0.96080915489780061,1,1
0.011950000000000001,0.33350000000000002,0.96326097618776563,0.96564176768812104,1,1
0.011950000000000001,0.33437500000000003,0.96827538088655918,0.9705929302356604,1,1
0.011950000000000001,0.33524999999999999,0.97340446950682391,0.97565811639195821,1,1
0.011950000000000001,0.33612500000000001,0.97864333370970946,0.98083253871799392,1,1
