aspect_ratio_index,taper_ratio_index,aspect_ratio,taper_ratio,binary_feasibility_score,raw_score
99,1,8.4499999999999993,0.20000000000000001,1,1.3003228944776004
100,1,8.4749999999999996,0.20000000000000001,1,1.2835074960596751
101,1,8.5,0.20000000000000001,1,1.2648469735203851
102,1,8.5250000000000004,0.20000000000000001,1,1.2437129553420836
103,1,8.5500000000000007,0.20000000000000001,1,1.2208043302622689
104,1,8.5749999999999993,0.20000000000000001,1,1.1985299311792057
105,1,8.5999999999999996,0.20000000000000001,1,1.1790031384984359
106,1,8.625,0.20000000000000001,1,1.1638774007692574
107,1,8.6500000000000004,0.20000000000000001,1,1.1543227158719418
108,1,8.6750000000000007,0.20000000000000001,1,1.1510154860415729
109,1,8.6999999999999993,0.20000000000000001,1,1.15414633104112
110,1,8.7249999999999996,0.20000000000000001,1,1.1634464940214042
111,1,8.75,0.20000000000000001,1,1.1782293089481233
112,1,8.7750000000000004,0.20000000000000001,1,1.197440350380313
113,1,8.8000000000000007,0.20000000000000001,1,1.2197091448700923
114,1,8.8249999999999993,0.20000000000000001,1,1.2433964763083887
115,1,8.8499999999999996,0.20000000000000001,1,1.266633752369615
116,1,8.875,0.20000000000000001,1,1.2873565763037687
117,1,8.9000000000000004,0.20000000000000001,1,1.3034081589715596
118,1,8.9250000000000007,0.20000000000000001,1,1.3135006400643201
119,1,8.9499999999999993,0.20000000000000001,1,1.3182152642264455
120,1,8.9749999999999996,0.20000000000000001,1,1.318613251293588
121,1,9,0.20000000000000001,1,1.3156869526781416
122,1,9.0250000000000004,0.20000000000000001,1,1.3103476991134206
123,1,9.0500000000000007,0.20000000000000001,1,1.3034430685930771
124,1,9.0749999999999993,0.20000000000000001,1,1.295773182387425
125,1,9.0999999999999996,0.20000000000000001,1,1.2881022454680826
126,1,9.125,0.20000000000000001,1,1.2811420329247174
127,1,9.1500000000000004,0.20000000000000001,1,1.2753721654900605
128,1,9.1750000000000007,0.20000000000000001,1,1.2708366313741652
129,1,9.1999999999999993,0.20000000000000001,1,1.267387116014107
130,1,9.2249999999999996,0.20000000000000001,1,1.2648517645291106
131,1,9.25,0.20000000000000001,1,1.2630585114166122
132,1,9.2750000000000004,0.20000000000000001,1,1.2618371766624383
133,1,9.3000000000000007,0.20000000000000001,1,1.2610195167037981
134,1,9.3249999999999993,0.20000000000000001,1,1.260440522705963
135,1,9.3499999999999996,0.20000000000000001,1,1.2599467421461763
136,1,9.375,0.20000000000000001,1,1.259425133706743
137,1,9.4000000000000004,0.20000000000000001,1,1.2588386427588372
138,1,9.4250000000000007,0.20000000000000001,1,1.2582099714034625
139,1,9.4499999999999993,0.20000000000000001,1,1.2575824852351731
140,1,9.4749999999999996,0.20000000000000001,1,1.2570030271559793
141,1,9.5,0.20000000000000001,1,1.2565174587191819
142,1,9.5250000000000004,0.20000000000000001,1,1.2561693295585725
143,1,9.5500000000000007,0.20000000000000001,1,1.2559990682162159
144,1,9.5749999999999993,0.20000000000000001,1,1.2560430918242043
145,1,9.5999999999999996,0.20000000000000001,1,1.256332701949517
146,1,9.625,0.20000000000000001,1,1.2568927653401465
147,1,9.6500000000000004,0.20000000000000001,1,1.2577402235454134
148,1,9.6750000000000007,0.20000000000000001,1,1.2588824901168385
149,1,9.6999999999999993,0.20000000000000001,1,1.2603157929536932
150,1,9.7249999999999996,0.20000000000000001,1,1.262023508034211
151,1,9.75,0.20000000000000001,1,1.2639745132408287
152,1,9.7750000000000004,0.20000000000000001,1,1.2661215709620248
153,1,9.8000000000000007,0.20000000000000001,1,1.2683997290906011
154,1,9.8249999999999993,0.20000000000000001,1,1.2707247148323351
155,1,9.8499999999999996,0.20000000000000001,1,1.2729912865609385
156,1,9.875,0.20000000000000001,1,1.2750715074780128
157,1,9.9000000000000004,0.20000000000000001,1,1.2768129130321171
158,1,9.9250000000000007,0.20000000000000001,1,1.2780365660089079
159,1,9.9499999999999993,0.20000000000000001,1,1.2785350390055288
160,1,9.9749999999999996,0.20000000000000001,1,1.2780704587491545
161,1,10,0.20000000000000001,1,1.2763729529459895
162,1,10.025,0.20000000000000001,1,1.2731403152344072
163,1,10.050000000000001,0.20000000000000001,1,1.268040836549529
164,1,10.074999999999999,0.20000000000000001,1,1.2607238939419787
165,1,10.100000000000001,0.20000000000000001,1,1.2508480187110609
166,1,10.125,0.20000000000000001,1,1.2381399944288298
167,1,10.15,0.20000000000000001,1,1.2224797398633613
168,1,10.175000000000001,0.20000000000000001,1,1.2039525957429529
169,1,10.199999999999999,0.20000000000000001,1,1.1828131014709489
170,1,10.225000000000001,0.20000000000000001,1,1.1594005085312138
171,1,10.25,0.20000000000000001,1,1.1340728449663708
