node_order,node_id,x_m,y_m,z_m,ux_mode3,uy_mode3,uz_mode3,displacement_magnitude,mode_index,frequency_hz
465223,565223,0.3120267987,1.0761337280000001,1.8253560080000001e-07,0.16210876405239105,0.0022352118976414204,0.0020700180903077126,0.16213738782191894,3,102.01404571533203
465224,565224,0.3120267987,1.0761337280000001,0.017680753019999999,0.16114947199821472,0.0022998624481260777,0.0020876289345324039,0.16117940280058116,3,102.01404571533203
465225,565225,0.31203222269999997,0.33495220539999998,-0.0088401073589999997,0.017971126362681389,0.0018799722893163562,0.00069191452348604798,0.018082434135366574,3,102.01404571533203
465226,565226,0.31203222269999997,0.33495220539999998,0.0088404677810000002,0.017753291875123978,0.0018129597883671522,0.00066791888093575835,0.017858116116463398,3,102.01404571533203
465227,565227,0.31203222269999997,0.33495220539999998,0.02652104571,0.017528027296066284,0.0017472272738814354,0.00064465939067304134,0.017626687997698912,3,102.01404571533203
465228,565228,0.31203231209999999,0.2811882496,0.040764309470000003,0.012387520633637905,0.0015024681342765689,0.00042901720735244453,0.012485677142531191,3,102.01404571533203
465229,565229,0.31203252079999999,0.86890232560000003,0.033879198130000003,0.10694822669029236,0.0025947005487978458,0.0025130272842943668,0.107009209740413,3,102.01404571533203
465230,565230,0.31203800440000001,1.933443904,1.8253560080000001e-07,0.46516591310501099,-0.00036685285158455372,0.0066440380178391933,0.4652135042504848,3,102.01404571533203
465231,565231,0.3121566831,1.9334666389999999,0.019127932859999999,0.46311390399932861,-0.00074564473470672965,0.0066757095046341419,0.46316261632493616,3,102.01404571533203
465232,565232,0.31203877930000001,0.56434512140000004,-0.020846553149999999,0.048418056219816208,0.0025476592127233744,0.0017563019646331668,0.048516835553861423,3,102.01404571533203
465233,565233,0.31203991170000001,1.1242527959999999,0.030641824009999999,0.17420054972171783,0.002233313862234354,0.0019445413490757346,0.17422571697431524,3,102.01404571533203
465234,565234,0.31204172969999999,0.30575338010000003,-0.02186606638,0.015251783654093742,0.001804609433747828,0.00058630731655284762,0.015369361603823892,3,102.01404571533203
465235,565235,0.31204390520000003,0.39782202239999997,-0.01326025277,0.024936772882938385,0.0021215956658124924,0.00096398161258548498,0.02504542015087486,3,102.01404571533203
465236,565236,0.31204390520000003,0.39782202239999997,-0.0044199624099999996,0.024802178144454956,0.0020825827959924936,0.00095627183327451348,0.024907823020700888,3,102.01404571533203
465237,565237,0.31204390520000003,0.39782202239999997,0.0044203251600000004,0.024665225297212601,0.0020443820394575596,0.00094731443095952272,0.024767927679089689,3,102.01404571533203
465238,565238,0.31204390520000003,0.39782202239999997,0.01326060947,0.02452734112739563,0.0020071370527148247,0.00093657081015408039,0.024627144105852927,3,102.01404571533203
465239,565239,0.31204390520000003,0.39782202239999997,0.02210089937,0.02438562735915184,0.0019701248966157436,0.00092778971884399652,0.02448266749294432,3,102.01404571533203
465240,565240,0.31204390520000003,0.39782202239999997,0.030941192060000001,0.024243300780653954,0.0019337211269885302,0.00092058564769104123,0.024337715342097194,3,102.01404571533203
465241,565241,0.31204801799999998,2.2722163200000001,0.013450322670000001,0.59879380464553833,-0.00097462249686941504,0.013292938470840454,0.59894212790893253,3,102.01404571533203
465242,565242,0.31218754609999999,1.734659717,-0.013528923139999999,0.38827696442604065,0.00028214658959768713,0.0035090993624180555,0.38829292356278422,3,102.01404571533203
465243,565243,0.31207744189999997,1.2264889349999999,-0.018449806650000001,0.20805689692497253,0.0017392266308888793,0.0015501580201089382,0.20806994078244351,3,102.01404571533203
465244,565244,0.31204903119999999,1.2264821530000001,1.8253560080000001e-07,0.20689795911312103,0.0018302600365132093,0.0015778584638610482,0.20691207063462475,3,102.01404571533203
465245,565245,0.31204903119999999,1.2264821530000001,0.017680753019999999,0.20578046143054962,0.0018984953640028834,0.0016036757733672857,0.20579546731452361,3,102.01404571533203
465246,565246,0.31205248829999999,1.0717811580000001,-0.01326025277,0.16160807013511658,0.0021864925511181355,0.0020696667488664389,0.161636111692048,3,102.01404571533203
465247,565247,0.31205248829999999,1.0717811580000001,-0.0044199624099999996,0.16112837195396423,0.0022142776288092136,0.0020804745145142078,0.16115701551020992,3,102.01404571533203
465248,565248,0.31205248829999999,1.0717811580000001,0.0044203251600000004,0.1606505811214447,0.0022441912442445755,0.0020901390817016363,0.16067985029361798,3,102.01404571533203
465249,565249,0.31205248829999999,1.0717811580000001,0.01326060947,0.16017346084117889,0.0022774662356823683,0.0020983957219868898,0.16020339470467346,3,102.01404571533203
465250,565250,0.31205248829999999,1.0717811580000001,0.02210089937,0.15969479084014893,0.0023108420427888632,0.0021085375919938087,0.15972542735332557,3,102.01404571533203
465251,565251,0.31205302480000002,2.246310711,-0.0040454310360000002,0.59058517217636108,-0.0006438077543862164,0.012810228392481804,0.59072443832507404,3,102.01404571533203
465252,565252,0.31206282969999999,0.8674994707,-0.017680397260000001,0.10878546535968781,0.0025452836416661739,0.0024808761663734913,0.10884351468458398,3,102.01404571533203
465253,565253,0.31206282969999999,0.8674994707,1.8253560080000001e-07,0.10803981870412827,0.002558484673500061,0.0024958821013569832,0.10809892551227931,3,102.01404571533203
465254,565254,0.31206282969999999,0.8674994707,0.017680751160000001,0.10729705542325974,0.0025740789715200663,0.002503733616322279,0.10735712676424977,3,102.01404571533203
465255,565255,0.31207054849999999,1.4712965490000001,-0.016184462229999998,0.29018545150756836,0.001082502887584269,0.0013997943606227636,0.29019084669128514,3,102.01404571533203
465256,565256,0.31207337969999999,0.39750933649999998,0.039412721990000003,0.024084234610199928,0.0018959932494908571,0.0009152705897577107,0.024176080480792218,3,102.01404571533203
465257,565257,0.31207418440000001,0.51517498490000002,-0.01326025277,0.040613949298858643,0.0024305761326104403,0.001524273888207972,0.040715156746265246,3,102.01404571533203
