part_file,row_count,byte_size,sha256
figure_5_7_case067_mode3_nodes_part01.csv,66461,10883230,846C5AB5DF12BCAFCE8AD93DD482A8A919E8E6E5E295522D1BD72C071E19AD83
figure_5_7_case067_mode3_nodes_part02.csv,66461,11614872,2AEB5F60FFB696784BD18AD135DB658E209A7D806B02C4246EEF371C73AAE76D
figure_5_7_case067_mode3_nodes_part03.csv,66460,11752379,E3CA95C602C4687DF253E4DF54F87D7BBA9C58DB5648749C4690123B454675D8
figure_5_7_case067_mode3_nodes_part04.csv,66460,11685129,381C08D874E21796BACA8805152D753D38AEF11F2479CD2BE73C4E12A662E7FC
figure_5_7_case067_mode3_nodes_part05.csv,66460,11660507,60DBDF093D7C164E3F92632D9191AACBBDED33D037B6376B24D8F496849790F6
figure_5_7_case067_mode3_nodes_part06.csv,66460,11633745,78B60B447977301A49B9296710D0FEBC4B484D011564ABAA23D8A08CF124A854
figure_5_7_case067_mode3_nodes_part07.csv,66460,11715391,11906D482F3ED8C51501F8DD2DA1AD7D4EAA7FAC14F2C7C97B915573780AA79C
figure_5_7_case067_mode3_nodes_part08.csv,66460,11823905,2DDA5327E074834D3A12BF8BE7F6C021DB2EC56F34A78F3A6CB657BA9E031DB7
