node_order,node_id,x_m,y_m,z_m,ux_mode3,uy_mode3,uz_mode3,displacement_magnitude,mode_index,frequency_hz
265843,265843,0.34963458780000001,0.93874198200000003,0.031497206540000003,0.12396688014268875,-0.0061426800675690174,0.0042382804676890373,0.12419131576743626,3,102.01404571533203
265844,265844,0.34102162720000001,0.94280916449999996,0.03191877529,0.12495171278715134,-0.0041863145306706429,0.0038091698661446571,0.1250798366358927,3,102.01404571533203
265845,265845,0.34244385360000001,0.94644606109999996,0.031793311239999997,0.12587399780750275,-0.0045444113202393055,0.0038704813923686743,0.12601545787918003,3,102.01404571533203
265846,265846,0.34359189870000001,0.94981181619999999,0.031684800979999997,0.126729816198349,-0.0048379753716289997,0.0039255907759070396,0.12688286953841993,3,102.01404571533203
265847,265847,0.34481921789999997,0.94394528870000005,0.0317004621,0.12525267899036407,-0.0050755166448652744,0.003991131205111742,0.12541899214940261,3,102.01404571533203
265848,265848,0.345792979,0.9410634041,0.031686611470000001,0.12453218549489975,-0.0052762473933398724,0.0040428279899060726,0.12470945621262172,3,102.01404571533203
265849,265849,0.34598639609999998,0.94758307929999996,0.031582806259999999,0.12617515027523041,-0.0053772004321217537,0.0040455474518239498,0.12635445890687494,3,102.01404571533203
265850,265850,0.34784930939999997,0.94270068409999996,0.031545624139999999,0.12495326995849609,-0.0057660001330077648,0.0041438983753323555,0.12515485737517235,3,102.01404571533203
265851,265851,0.34810206290000001,0.94560021159999996,0.03148893639,0.12568405270576477,-0.0058509428054094315,0.0041533880867063999,0.12588870191107868,3,102.01404571533203
265852,265852,0.34736183279999999,0.9509552121,0.031455334279999997,0.12703536450862885,-0.0057267528027296066,0.0041217091493308544,0.12723115978334648,3,102.01404571533203
265853,265853,0.35013705490000002,0.94120234250000001,0.031431809069999997,0.12458634376525879,-0.0062814485281705856,0.004260355606675148,0.12481732363058672,3,102.01404571533203
265854,265854,0.35047870869999997,0.94390946630000006,0.031371805820000001,0.12527044117450714,-0.0063842344097793102,0.0042723133228719234,0.12550575501618821,3,102.01404571533203
265855,265855,0.35058012599999999,0.94631791109999996,0.03133064881,0.12587635219097137,-0.0064310198649764061,0.0042755515314638615,0.1261130223185036,3,102.01404571533203
265856,265856,0.34921744459999998,0.94846224779999999,0.031381413339999997,0.12641176581382751,-0.0061365440487861633,0.0042107272893190384,0.12663065163434042,3,102.01404571533203
265857,265857,0.34103831649999999,0.95247638219999997,0.031782150269999997,0.12739542126655579,-0.0042624194175004959,0.0038092662580311298,0.12752361384621466,3,102.01404571533203
265858,265858,0.34373262519999997,0.95515096190000004,0.031601585449999997,0.12808604538440704,-0.0049139042384922504,0.003944888710975647,0.1282409592291926,3,102.01404571533203
265859,265859,0.34332007170000001,0.95848977570000005,0.031576368959999997,0.12893535196781158,-0.0048442869447171688,0.0039233225397765636,0.12908595803888714,3,102.01404571533203
265860,265860,0.34449025989999998,0.95247519020000004,0.031597003339999999,0.12740881741046906,-0.0050693466328084469,0.0039779604412615299,0.1275716629917869,3,102.01404571533203
