problem_id,display_name,dimension,sequential_evaluations,total_evaluations,seed_1_normalized_hv,seed_2_normalized_hv,seed_3_normalized_hv,seed_4_normalized_hv,seed_5_normalized_hv,median_normalized_hv
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,75,95,0.4996719624848931,0.49528869629558125,0.6182760272332305,0.62262101973510375,0.37552738510656786,0.4996719624848931
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,76,96,0.49981810518914438,0.49562863135177554,0.6182760272332305,0.62262101973510375,0.37557684000804498,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,77,97,0.49981810518914438,0.49562863135177554,0.6182760272332305,0.62262101973510375,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,78,98,0.49981810518914438,0.49604473930597376,0.6182760272332305,0.62262101973510375,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,79,99,0.49981810518914438,0.49604473930597376,0.6182760272332305,0.62262101973510375,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,80,100,0.49981810518914438,0.4962328091977799,0.6182760272332305,0.62262101973510375,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,81,101,0.49981810518914438,0.4962328091977799,0.61895752775359536,0.62297694448482555,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,82,102,0.49981810518914438,0.4962328091977799,0.61954376033762204,0.62297694448482555,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,83,103,0.49981810518914438,0.4962328091977799,0.61954376033762204,0.62297694448482555,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,84,104,0.49981810518914438,0.4962328091977799,0.61954376033762204,0.62297694448482555,0.37560662366773384,0.49981810518914438
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,85,105,0.50000689694022293,0.4962328091977799,0.62012940085315893,0.62513377896749966,0.37560662366773384,0.50000689694022293
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,86,106,0.50000689700030865,0.49642499017412989,0.62012940085315893,0.62513377896749966,0.37560662366773384,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,87,107,0.50000689700030865,0.49642499017412989,0.62186820333494841,0.62513377896749966,0.37560662366773384,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,88,108,0.50000689700030865,0.49642499017412989,0.62186820333494841,0.62513377896749966,0.37560662366773384,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,89,109,0.50000689700030865,0.49657040585127521,0.62217175733487773,0.62569348309540296,0.48190589749668006,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,90,110,0.50000689700030865,0.49657040585127521,0.62217175733487773,0.62619696095816291,0.4915249491601546,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,91,111,0.50000689700030865,0.49657040585127521,0.62217175733487773,0.62619696095816291,0.4915249491601546,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,92,112,0.50000689700030865,0.49657040585127521,0.62386186787840525,0.62619696127651803,0.4915249491601546,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,93,113,0.50000689700030865,0.49657040585127521,0.62386186787840525,0.62655598744868068,0.4915249491601546,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,94,114,0.50000689700030865,0.49657040585127521,0.62386186787840525,0.62655598744868068,0.4915249491601546,0.50000689700030865
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,95,115,0.50008753550800711,0.49671577720636012,0.62386186787840525,0.62655598744868068,0.4915249491601546,0.50008753550800711
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,96,116,0.50008753572526832,0.49671577720636012,0.62386186787840525,0.62655598744868068,0.4915249491601546,0.50008753572526832
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,97,117,0.50008753572526832,0.49671577720636012,0.62386186865732163,0.62655598744868068,0.49447177595249786,0.50008753572526832
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,98,118,0.50015077326368595,0.49671577720636012,0.62386186865732163,0.62655598744868068,0.4966483142025056,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,99,119,0.50015077326368595,0.49671577720636012,0.62406741708502456,0.62676245798067487,0.4966483142025056,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,100,120,0.50015077326368595,0.49671577720636012,0.62434560540898976,0.62676245798067487,0.49697412305695249,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,101,121,0.50015077326368595,0.49671577720636012,0.62434560540898976,0.62691305385232499,0.49697412305695249,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,102,122,0.50015077326368595,0.49671577720636012,0.62434560540898976,0.62691305385232499,0.50014791145846005,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,103,123,0.50015077326368595,0.49671577720636012,0.62464764835977182,0.62691305385232499,0.50014791145846005,0.50015077326368595
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,104,124,0.50028256776293623,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50014791145846005,0.50028256776293623
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,105,125,0.50028256776293623,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50329569204935254,0.50329569204935254
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,106,126,0.50028256776293623,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,107,127,0.50034452607971602,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,108,128,0.50034452607971602,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,109,129,0.50034452607971602,0.49683038361766907,0.62464764835977182,0.62691305385232499,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,110,130,0.50034452607971602,0.49683038361766907,0.6261316993399304,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,111,131,0.50040245207711731,0.49683038361766907,0.6261316993399304,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,112,132,0.50040245207711731,0.49683038361766907,0.6261316993399304,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,113,133,0.50040245207711731,0.49683038361766907,0.6261316993399304,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,114,134,0.50040245207711731,0.49694496965549972,0.62661326150217578,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,115,135,0.50040245207711731,0.4970136709540619,0.6268312971997394,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,116,136,0.50040245207711731,0.4970136709540619,0.6268312971997394,0.62711588645566152,0.50388488693068756,0.50388488693068756
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,117,137,0.50040245207711731,0.4970136709540619,0.62714104937927817,0.62711588645566152,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,118,138,0.50040245207711731,0.4970136709540619,0.62714104937927817,0.62711588674907859,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,119,139,0.50040245207711731,0.4970136709540619,0.62714104937927817,0.62711588674907859,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,120,140,0.50040245207711731,0.4970136709540619,0.62714104937927817,0.62726182917140949,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,121,141,0.50044367669198453,0.4970136709540619,0.62714104937927817,0.62726182917140949,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,122,142,0.50050300911559542,0.4970136709540619,0.62740780146829112,0.62748888854570573,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,123,143,0.50050300911559542,0.4970136709540619,0.62740784065175359,0.62757842701153999,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,124,144,0.50050300911559542,0.4970136709540619,0.62839157144577373,0.62757842701153999,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,125,145,0.50050300911559542,0.4970136709540619,0.62839157144577373,0.62757842701153999,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,126,146,0.50050300911559542,0.4970136709540619,0.62839157144577373,0.62757842701153999,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,127,147,0.500560256337934,0.49713085885947583,0.62839157144577373,0.62757842701153999,0.50396607967254292,0.50396607967254292
C2DTLZ2_D4_R02,C2-DTLZ2 D4,4,128,148,0.500560256337934,0.49713085885947583,0.62839157144577373,0.62757842701153999,0.50396607983402131,0.50396607983402131
