problem_id,total_evaluations,is_final,record_type,normalized_x1,normalized_x2,pof_score,exact_feasible,predicted_feasible_at_half,error_class,observed_feasible,objective_y1,objective_y2
COSSIN1,50,1,grid,0.00248756218905473,0.221393034825871,0.674095131942402,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.22636815920398,0.672711358246288,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.23134328358209,0.671895478440557,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.236318407960199,0.67164487449008,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.241293532338308,0.671957673190706,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.246268656716418,0.6728327069281,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.251243781094527,0.674269467432685,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.256218905472637,0.676268052728002,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.261194029850746,0.678829107362379,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.266169154228856,0.681953755922637,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.271144278606965,0.685643529751932,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.276119402985075,0.689900286730138,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.281094527363184,0.694726123923018,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.286069651741294,0.700123282864486,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.291044776119403,0.706094047203616,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.296019900497512,0.712640632423977,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.300995024875622,0.719765067326883,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.305970149253731,0.727469066962742,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.310945273631841,0.735753896695799,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.31592039800995,0.744620227098677,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.32089552238806,0.754067979394881,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.325870646766169,0.764096161201587,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.330845771144279,0.774702692371573,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.335820895522388,0.78588422079315,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.340796019900498,0.797635928076738,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.345771144278607,0.809951325133784,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.350746268656716,0.822822037727597,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.355721393034826,0.836237582134373,1,1,3,NaN,,
COSSIN1,50,1,grid,0.00248756218905473,0.360696517412935,0.850185131075309,1,1,3,NaN,,
