case_id,a_m,t1_over_a,max_skin_stress_MPa,max_beam_stress_MPa,stress_limit_MPa,g_sigma,critical_aoa_deg,critical_span_bin_center_mm,C_signed_recorded
8,0.021722751114342638,0.21621206497083895,233.3404,115.2487,220.0,0.06063818181818181,12.0,8.159917064476135,1
29,0.01797900390625,0.17862095847725873,234.5732,132.8573,220.0,0.06624181818181829,12.0,8.159917064476135,1
