"Case","Source","AR","lambda","r1","r2","HalfWingMass","WingMassTotal","CDitrim","Ctrim","Feasible","FailureReason","SimulationFailed","SkinStressMPa","LatticeStressMPa","StressLimitMPa","GoverningStressMPa","GoverningStressComponent","GoverningStressUtilization","StressMarginMPa","FlutterOK","PositiveDampingCount","MaxFlutterDamping","Pareto","CandidateSource","PredictedPoF","SampledHVI","SelectedAF","PrimaryAF","ChallengerAF","SeedBestAF","GABestAF","GAGain","FallbackUsed"
"60","adaptive","6.000001076179966","0.34109585587750735","0.3953036042726333","0.4999999970645933","48.10721639125823","96.21443278251645","0.012636368324049857","12.12675990940598","True","feasible","False","138.6815","40.83098","220.0","138.6815","skin","0.6303704545454546","81.3185","True","0","-9.1506194e-06","False","primary","1.0","0.028436462144226765","0.028471430456349218","0.028471430456349218","0.016231548925965247","0.0073463797551766375","0.028471430456349218","0.02112505070117258","False"
"61","adaptive","6.485250299211767","0.2000363591141367","0.05110131438560015","0.4908306560284438","18.251394280632084","36.50278856126417","0.009744673920645852","13.320277465023679","True","feasible","False","92.45371","169.1628","220.0","169.1628","lattice","0.7689218181818182","50.837199999999996","True","0","-2.4239862e-06","True","primary","1.0","0.008282005893402474","0.008301202381285497","0.008301202381285497","0.0007815093161045207","0.0020967534868147966","0.008301202381285497","0.0062044488944707","False"
"62","adaptive","6.000131967752454","0.2000518417423856","0.27145891806085326","0.32417538956165587","38.007948059568214","76.01589611913643","0.012017180087027589","9.662728208486264","True","feasible","False","88.36529","39.15441","220.0","88.36529","skin","0.4016604090909091","131.63470999999998","True","0","-3.0976263e-06","True","primary","1.0","0.039194867569114764","0.039264314737680515","0.039264314737680515","0.000686938905422477","0.019008211056827297","0.039264314737680515","0.02025610368085322","False"
"63","adaptive","9.95441296079045","0.2000538700578092","0.07087817432806728","0.15000752829482228","18.357916975693833","36.715833951387665","0.0064649816182735815","45.00259565476254","False","lattice stress","False","185.1244","241.9997","220.0","241.9997","lattice","1.0999986363636363","-21.99969999999999","True","0","-1.6294331e-05","False","primary","0.9999970201009576","0.0039544071564037485","0.003995787158774593","0.003995787158774593","0.0005105389762192941","0.0007198536489361753","0.003995787158774596","0.0032759335098384206","False"
"64","adaptive","7.4866938414473925","0.200010195282354","0.06067474807034154","0.1500250203032064","18.217770932125642","36.435541864251284","0.008382788694924672","19.582807292172536","True","feasible","False","108.6436","172.2743","220.0","172.2743","lattice","0.783065","47.72569999999999","True","0","-4.3677947e-06","True","primary","0.9999811680623498","0.00878689458429178","0.00884220819566795","0.00884220819566795","0.0028007811080167965","0.0023404801323157975","0.008842208195667957","0.006501728063352159","False"
"65","adaptive","10.632015193320802","0.20001983614738497","0.0818403779676036","0.4999990841025972","18.96483222593448","37.92966445186896","0.006101881485528542","53.9161801689085","True","feasible","False","219.7986","203.8635","220.0","219.7986","skin","0.9990845454545454","0.20140000000000668","True","0","-3.7427949e-07","True","primary","0.9007180807083319","0.0054910118169187805","0.0050559992776641055","0.0050559992776641055","0.0013663450533009298","0.0017464117559483742","0.005055999277664076","0.003309587521715702","False"
"66","adaptive","10.862389884073686","0.20015183883389187","0.15179787280542723","0.22009599269221658","23.257517397119727","46.515034794239455","0.006118308595319841","56.59899139839442","True","feasible","False","186.4145","131.5835","220.0","186.4145","skin","0.8473386363636364","33.585499999999996","True","0","-2.2210931e-06","False","primary","0.995304379680741","0.003894891870418609","0.0039014675536723667","0.0039014675536723667","0.002828481098763771","0.0022998716826029804","0.0039014675536723667","0.0016015958710693863","False"
"67","adaptive","9.301572246060081","0.2000004014105772","0.057515505006077335","0.499999999691047","18.15839091105858","36.31678182211716","0.006875345895782546","36.88143851409933","False","lattice stress","False","161.655","268.1514","220.0","268.1514","lattice","1.2188700000000001","-48.151400000000024","True","0","-4.4608819e-06","False","primary","1.0","0.0031001618874812184","0.0031438929388581116","0.0031438929388581116","8.986049634989268e-05","0.0017453632988398025","0.0031438929388581116","0.001398529640018309","False"
"68","adaptive","8.467136670798546","0.3960237135460184","0.22851546929930217","0.17654903984993164","27.256392202172506","54.51278440434501","0.007773625139374652","39.04872252570431","True","feasible","False","217.7367","104.7369","220.0","217.7367","skin","0.9897122727272728","2.2632999999999868","True","0","-9.8823264e-07","False","primary","0.9129971580985625","1.8099479843011914","1.6560596881963863","1.6560596881963863","0.9347840659716945","1.1171191226665085","1.6560596881963863","0.5389405655298778","False"
"69","adaptive","6.000237249689393","0.6688891202198789","0.3889601898917431","0.1500339787222548","34.94440733719402","69.88881467438804","0.011863419879049118","21.56259485408321","True","feasible","False","147.6067","68.25488","220.0","147.6067","skin","0.6709395454545454","72.39330000000001","True","0","-5.7032316e-06","False","primary","1.0","0.16066724892161993","0.16083012912088152","0.16083012912088152","0.047720816668671534","0.12441219063747092","0.16083012912088152","0.0364179384834106","False"
"70","adaptive","10.966245073510724","0.20000094482580616","0.13041945791796666","0.15003639644582908","21.53217226262849","43.06434452525698","0.0060100778132092985","58.703802133776804","False","skin stress","False","228.1869","176.7351","220.0","228.1869","skin","1.0372131818181818","-8.186900000000009","True","0","-6.87079e-07","False","primary","0.9999891251501598","0.003334359395965402","0.0033737372249567866","0.0033737372249567866","0.0007344968799488818","0.0013061837142178236","0.003373737224956775","0.0020675535107389513","False"
"71","adaptive","6.00000015392775","0.4809389847937158","0.2746648912593227","0.49999999401055883","35.895805476936516","71.79161095387303","0.011782124947829289","15.942735168000954","True","feasible","False","114.8722","52.77851","220.0","114.8722","skin","0.5221463636363637","105.1278","True","0","-3.7720936e-06","False","primary","0.9632931240129722","0.06034364546404365","0.05818123880611956","0.05818123880611956","0.011244562264810841","0.010512845827430251","0.058181238806119556","0.04766839297868931","False"
"72","adaptive","8.32162229352483","0.20000474469389481","0.09764147370188418","0.1500343609360151","20.241614784551206","40.48322956910241","0.007695617507832947","25.767982315992363","True","feasible","False","145.7671","145.0311","220.0","145.7671","skin","0.6625777272727272","74.2329","True","0","-4.5886353e-07","True","primary","0.9824799803644986","0.003180957379326461","0.003167607335694868","0.003167607335694868","0.0008283248783968722","0.0005742097454359722","0.003167607335694875","0.002593397590258903","False"
"73","adaptive","10.906496007451612","0.20003519814821738","0.07252150030650419","0.49571288448183404","18.832452255624702","37.664904511249404","0.005954934313699796","58.73289015798014","False","skin+lattice stress","False","235.6872","252.0255","220.0","252.0255","lattice","1.1455704545454546","-32.025499999999994","True","0","-1.7265903e-06","False","primary","1.0","0.004867846888743248","0.004732974362939463","0.004732974362939463","0.00022684008025460636","0.0013943455742509805","0.004732974362939463","0.0033386287886884827","False"
"74","adaptive","6.0000132715357095","0.20001619837274737","0.3021156456128556","0.49999996653627987","43.651757275403725","87.30351455080745","0.012432666140078968","9.481284647009964","True","feasible","False","82.11328","35.49009","220.0","82.11328","skin","0.3732421818181818","137.88672","True","0","-3.9452796e-06","True","primary","1.0","0.004582102543026193","0.004646031478330119","0.004646031478330119","0.0003357805339697356","0.0014186011940969783","0.004646031478330119","0.0032274302842331404","False"
"75","adaptive","6.000482071171691","0.4085223388579765","0.3999989409000257","0.15001569319704552","39.982437058561416","79.96487411712283","0.012048038427471569","14.251171295110936","True","feasible","False","161.9248","42.67673","220.0","161.9248","skin","0.7360218181818182","58.075199999999995","True","0","-5.1107884e-06","False","primary","1.0","0.049269450354358556","0.049357622532030423","0.049357622532030423","0.0006054545759194818","0.0008663531397459839","0.049357622532030423","0.04849126939228444","False"
"76","adaptive","6.60751630652067","0.20004236491932084","0.1432132511254995","0.15000270550929207","24.281752740998193","48.56350548199639","0.00996998087823248","13.202843209725451","True","feasible","False","94.17667","53.22117","220.0","94.17667","skin","0.4280757727272727","125.82333","True","0","-1.4557766e-06","False","primary","1.0","0.004689380183172659","0.004703495837537022","0.004703495837537022","0.002110259468605847","0.0013794537727499852","0.004703495837537022","0.0033240420647870366","False"
"77","adaptive","6.000146249560059","0.20003039908603099","0.21924330797216285","0.15000178160162633","31.407018988139587","62.814037976279174","0.01153143327962745","9.874031837143662","True","feasible","False","87.25221","44.45658","220.0","87.25221","skin","0.3966009545454546","132.74779","True","0","-2.3999179e-06","False","primary","1.0","0.04741030670508157","0.047473808636621116","0.047473808636621116","0.0007380027762653129","0.001376543009993108","0.047473808636621116","0.04609726562662801","False"
"78","adaptive","10.014316347316496","0.20013365810608166","0.12255830234779738","0.20523510756985003","21.490036916479575","42.98007383295915","0.0065357602612141266","44.63593547723604","True","feasible","False","183.0294","123.6337","220.0","183.0294","skin","0.8319518181818182","36.97059999999999","True","0","-1.0336871e-06","True","primary","1.0","0.0022215631220887867","0.0021559019697028237","0.0021559019697028237","0.0005912972913040753","0.0011636019565394431","0.0021559019697028237","0.0009923000131633805","False"
"79","adaptive","6.945032965088377","0.4705422645351406","0.2759405823203445","0.47872062174259356","34.41327272166629","68.82654544333258","0.010061777377595529","24.17608348055809","True","feasible","False","183.5847","71.23425","220.0","183.5847","skin","0.8344759090909091","36.4153","True","0","-5.2418879e-06","False","primary","1.0","1.191025141503423","1.1947425902362308","1.1947425902362308","1.0158613265821712","0.9548243416420167","1.1947425902362308","0.23991824859421407","False"
"80","adaptive","7.240792865854731","0.20002088668078735","0.05001981950626672","0.48139932302243726","18.02079063650677","36.04158127301354","0.00866838218165319","18.005598903522774","True","feasible","False","112.8529","217.7043","220.0","217.7043","lattice","0.9895649999999999","2.2957000000000107","True","0","-3.301986e-06","True","primary","0.9999950188922506","0.005123373047396307","0.005151483753713992","0.005151483753713992","0.00110676347259351","0.00066405353028742","0.005151483753714033","0.004487430223426613","False"
"81","adaptive","10.77512842030808","0.20000893535162165","0.13665424260948894","0.47680371501983065","23.347899562342107","46.695799124684214","0.006167513962148753","54.956404439220954","True","feasible","False","217.1684","125.2674","220.0","217.1684","skin","0.9871290909090908","2.8316000000000088","True","0","-7.4736168e-07","False","primary","1.0","0.008775355596263771","0.008859977925058944","0.008859977925058944","0.001574145484874688","0.003125475355785009","0.008859977925058944","0.005734502569273935","False"
"82","adaptive","6.496143528892016","0.2000215545614894","0.07913235490718104","0.2596415940417267","19.804685389665746","39.60937077933149","0.009835203774802835","12.988814509978774","True","feasible","False","91.4659","98.00145","220.0","98.00145","lattice","0.4454611363636364","121.99855","True","0","-5.2811231e-06","True","primary","1.0","0.3929058706597034","0.39346326258710573","0.39346326258710573","0.1575975774559096","0.2904719944653339","0.39346326258710573","0.10299126812177184","False"
"83","adaptive","8.603253188037002","0.20004211182867748","0.05004199722966391","0.46775322257736296","17.7892672039874","35.5785344079748","0.007371367126702084","29.48648814642832","False","lattice stress","False","150.8828","261.2078","220.0","261.2078","lattice","1.1873081818181819","-41.20780000000002","True","0","-1.108313e-05","False","primary","1.0","0.003041221274257797","0.0030593975960325967","0.0030593975960325967","0.0012486819941227424","0.0021820747245711565","0.0030593975960325967","0.0008773228714614402","False"
"84","adaptive","6.000417155684383","0.2631886622716415","0.31641240132953574","0.3975605772966735","41.672620045817595","83.34524009163519","0.012201795130559268","10.94797803737185","True","feasible","False","85.72358","37.98062","220.0","85.72358","skin","0.38965263636363634","134.27642","True","0","-4.7017099e-06","False","primary","1.0","0.02399153926353989","0.024041147509490074","0.024041147509490074","0.02098801084454228","0.010457935370863494","0.024041147509490074","0.01358321213862658","False"
"85","adaptive","9.707691857767518","0.2000249596356057","0.09117520643223884","0.15125758326807207","19.491458740791177","38.982917481582355","0.006656152109596901","41.216412864120194","True","feasible","False","173.6026","160.8045","220.0","173.6026","skin","0.7891027272727272","46.397400000000005","True","0","-3.5884358e-07","True","primary","0.9999979939475216","0.00220487438059751","0.0022000707357198368","0.0022000707357198368","0.0004313642514222498","0.0007920297694494511","0.002200070735719845","0.001408040966270394","False"
"86","adaptive","7.111274142138977","0.20011039007052048","0.07045057212216237","0.18545258784518187","18.890618518670625","37.78123703734125","0.008890293250076524","16.837559723329033","True","feasible","False","107.5952","132.7124","220.0","132.7124","lattice","0.6032381818181818","87.2876","True","0","-6.3882609e-06","True","primary","1.0","0.0018526589471946238","0.001888703291586986","0.001888703291586986","0.0006667875313980382","0.0005088223194421394","0.001888703291586986","0.0013798809721448464","False"
"87","adaptive","6.76106024232183","0.26180145683506106","0.10480172781358156","0.19546498911326893","21.073865290768328","42.147730581536656","0.009444282956178541","16.32620781676306","True","feasible","False","107.1024","120.6095","220.0","120.6095","lattice","0.548225","99.3905","True","0","-2.098858e-06","False","primary","0.9999987298917941","0.009331893655896872","0.009392376545395589","0.009392376545395589","0.0031447115397464144","0.005658691965410588","0.00939237654539557","0.003733684579984982","False"
"88","adaptive","6.2779853132812224","0.2001020351454988","0.05199397891165305","0.32396250806386256","18.173823015774275","36.34764603154855","0.010073678997564587","12.247859885579429","True","feasible","False","98.49725","159.3097","220.0","159.3097","lattice","0.724135","60.69030000000001","True","0","-9.8183381e-06","True","primary","1.0","0.001602694087240406","0.0016238539681555327","0.0016238539681555327","0.0004964361204956673","0.0006033637306572341","0.0016238539681555327","0.0010204902374982986","False"
"89","adaptive","6.851146905251862","0.20001734670608398","0.05649902784203853","0.27590227288360136","18.25619741227529","36.51239482455058","0.00920219446852081","15.428212317595573","True","feasible","False","119.2314","164.6677","220.0","164.6677","lattice","0.7484895454545455","55.332300000000004","True","0","-8.9661478e-06","True","primary","1.0","0.0018550443521861753","0.0018756807666163286","0.0018756807666163286","0.00017406214003466494","0.00023812937991335163","0.0018756807666163286","0.001637551386702977","False"
"90","adaptive","9.056758259550174","0.2000029562250257","0.09691005489917849","0.1500103857966328","19.949890397858994","39.89978079571799","0.007111970797980999","33.3010887974328","True","feasible","False","179.2511","166.7609","220.0","179.2511","skin","0.8147777272727273","40.74889999999999","True","0","-2.862072e-07","True","primary","0.9593502668716951","0.002133294098499116","0.002060640248916344","0.002060640248916344","0.00039457403021681654","3.574329006682454e-05","0.002060640248916344","0.0020248969588495193","False"
"91","adaptive","7.641514849784778","0.24966189261344424","0.20855297557217028","0.4999999969314275","31.088328046101186","62.17665609220237","0.008925587717489388","21.67628871198262","True","feasible","False","116.6196","68.12129","220.0","116.6196","skin","0.530089090909091","103.3804","True","0","-6.4880523e-07","False","primary","0.9999995210495571","0.050475872574498815","0.05069644060587123","0.05069644060587123","0.010642126985075663","0.03667753980072545","0.05069644060587168","0.014018900805146228","False"
"92","adaptive","6.001059729496113","0.2439138537875125","0.25945543567704554","0.36202826503882746","36.45744609960926","72.91489219921851","0.011837366918734006","10.62751488112723","True","feasible","False","95.18676","40.27459","220.0","95.18676","skin","0.43266709090909095","124.81324","True","0","-6.5308151e-06","False","primary","1.0","0.06904675088505634","0.0691913521260008","0.0691913521260008","0.04472210621580851","0.050224494419294045","0.0691913521260008","0.01896685770670676","False"
"93","adaptive","7.840386240712551","0.20006451053732138","0.05794014865954038","0.1500346269804008","18.003378621780506","36.00675724356101","0.00803085237603759","22.296046720874884","True","feasible","False","122.1659","191.5261","220.0","191.5261","lattice","0.8705731818181819","28.473899999999986","True","0","-1.7548159e-06","True","primary","1.0","0.001734519708929576","0.0017540698730455985","0.0017540698730455985","0.0008973730063635189","0.0005512992045520088","0.0017540698730455985","0.0012027706684935896","False"
"94","adaptive","8.52443011731145","0.20415665279819203","0.05378270169496427","0.49491257878731554","18.05882605703195","36.1176521140639","0.007438947173717075","28.815755283549727","False","lattice stress","False","137.635","241.4891","220.0","241.4891","lattice","1.0976777272727274","-21.489100000000008","True","0","-8.8001991e-05","False","primary","1.0","0.0020268519977278167","0.0019095973344831524","0.0019095973344831524","0.000422087091455721","0.00035228335968284823","0.001909597334483106","0.0015573139748002577","False"
"95","adaptive","6.000556810229523","0.6030319266329679","0.39938980222113823","0.4403570667444201","41.80792114292923","83.61584228585846","0.01230477014637896","18.87690354596628","True","feasible","False","165.7968","62.40757","220.0","165.7968","skin","0.7536218181818182","54.20320000000001","True","0","-7.4204249e-06","False","primary","0.8263474774733264","0.13679993383786238","0.1131128547628269","0.1131128547628269","0.058602777812231964","0.07139337735264664","0.11311285476282695","0.04171947741018031","False"
"96","adaptive","10.379207014449223","0.20001107910687427","0.10765451044536672","0.1537917447193234","20.33258725083083","40.66517450166166","0.006284890889037098","50.093422045081","True","feasible","False","206.2029","155.9013","220.0","206.2029","skin","0.9372859090909091","13.7971","True","0","-1.4673784e-06","True","primary","1.0","0.0018281830396031289","0.0018356832719886933","0.0018356832719886933","0.0007966805441382195","0.00050866866201422","0.0018356832719886933","0.0013270146099744733","False"
"97","adaptive","9.266530784369241","0.20004483406902918","0.08491852721735998","0.1502349601433153","19.233064796295558","38.466129592591116","0.006938009341695178","35.94946282130012","True","feasible","False","172.6688","173.5575","220.0","173.5575","lattice","0.7888977272727273","46.442499999999995","True","0","-3.6280352e-06","True","primary","1.0","0.0023369404384039486","0.002279613810454913","0.002279613810454913","9.522715292167284e-05","0.001067210759857375","0.002279613810454913","0.001212403050597538","False"
"98","adaptive","6.000010855343724","0.22575744713231502","0.39999999005444037","0.24297352742320516","46.52180093545252","93.04360187090504","0.012600652710428229","10.21412620367287","True","feasible","False","116.587","36.68771","220.0","116.587","skin","0.5299409090909091","103.413","True","0","-5.1128696e-06","False","primary","1.0","0.007636029233158148","0.0076346937185519815","0.0076346937185519815","1.015887291368791e-05","0.0001512334115836303","0.0076346937185519815","0.007483460306968351","False"
"99","adaptive","10.872100508239818","0.20006706595792395","0.10420093658526437","0.2527922991074786","20.272505259151664","40.54501051830333","0.006018267636853877","57.59844160185831","True","feasible","False","210.4243","174.6915","220.0","210.4243","skin","0.9564740909090909","9.575700000000012","True","0","-6.6222155e-07","True","primary","0.6394252015501433","0.0035230301138741284","0.0022083384389435354","0.0022083384389435354","0.00016860427973172142","0.000800688067750274","0.002208338438943528","0.001407650371193254","False"
"100","adaptive","6.6607104661638","0.20001758757920526","0.07159346284481066","0.37523786907988205","19.443824950203012","38.887649900406025","0.009558142048657648","13.964762799716159","True","feasible","False","91.60247","116.8449","220.0","116.8449","lattice","0.5311131818181818","103.1551","True","0","-3.0431429e-06","True","primary","0.9999589510923457","0.0012502641693261604","0.001271230045249275","0.001271230045249275","4.8157160915211494e-05","0.00014970046730006402","0.001271230045249275","0.0011215295779492109","False"
