topology,case_id,design_id,X1_cell_size_m,X2_t1_over_a,Y1_two_wing_mass_kg,Y2_two_wing_trim_compliance_Nm,C_binary_feasible,C_signed_recorded,within_topology_observed_pareto,pooled_observed_pareto,evaluation_period,field_output_available,half_wing_skin_mass_kg,half_wing_lattice_mass_kg,flutter_confirmation,harmonized_rerun_pass,harmonized_maximum_damping
BCC,64,BCC64,0.020897809967517327,0.3229509757184549,66.1812236007926,48.45741659684374,0,1,0,0,continuation_052_071,1,16.17577607795001,16.91483572244629,outside_static_admissible_subset,,
BCC,65,BCC65,0.01,0.4,75.03345130846864,48.82845251740434,1,-1,0,0,continuation_052_071,1,16.17577607795001,21.340949576284313,18_point_continuation_screen,,
BCC,66,BCC66,0.016138140618477414,0.19850188307149086,51.288754745787415,49.46169197308763,1,-1,1,0,continuation_052_071,1,16.17577607795001,9.468601294943696,18_point_continuation_screen,,
BCC,67,BCC67,0.010517562714807527,0.33126047024823013,67.6107753415626,48.83411089610203,0,1,0,0,continuation_052_071,1,16.17577607795001,17.629611592831285,outside_static_admissible_subset,,
BCC,68,BCC68,0.015883973078720415,0.14244579136604735,44.27694563190576,49.92494555313831,1,-1,1,0,continuation_052_071,1,16.17577607795001,5.962696738002871,18_point_continuation_screen,,
BCC,69,BCC69,0.017737311418949464,0.17021069406758352,47.74533037631662,49.722021151328065,0,1,0,0,continuation_052_071,1,16.17577607795001,7.696889110208301,outside_static_admissible_subset,,
BCC,70,BCC70,0.023860943497126343,0.2674123834178872,59.614648132404795,48.95091550294053,1,-1,1,0,continuation_052_071,1,16.17577607795001,13.631547988252384,18_point_continuation_screen,,
BCC,71,BCC71,0.02118876463049291,0.3357418989510867,67.60825800311848,48.5370217456197,1,-1,0,0,continuation_052_071,1,16.17577607795001,17.628352923609228,18_point_continuation_screen,,
SC,1,SC01,0.0144974658813887,0.160574896040572,38.7206092950201,52.9551960274814,0,1,0,0,inherited_001_051,1,16.17577607795001,3.1845285695600536,outside_static_admissible_subset,,
SC,2,SC02,0.0134898097690815,0.356100123735996,49.6852742099205,47.810674604504,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.666861027010217,harmonized_18_point_rerun,1,-4.4207075e-06
SC,3,SC03,0.0269880858966697,0.301500031087591,47.0974119843595,52.9471292391916,0,1,0,0,inherited_001_051,1,16.17577607795001,7.3729299142297275,outside_static_admissible_subset,,
SC,4,SC04,0.0286018465546866,0.111476626094625,35.9743473427966,54.4858565801134,0,1,0,0,inherited_001_051,1,16.17577607795001,1.8113975934483102,outside_static_admissible_subset,,
SC,5,SC05,0.0102181934949284,0.052475773188447,33.3598368799044,55.6004812278848,0,1,0,0,inherited_001_051,1,16.17577607795001,0.5041423620021895,outside_static_admissible_subset,,
SC,6,SC06,0.0180814171495891,0.247750568190532,43.5183408192114,50.9819255399067,0,1,0,0,inherited_001_051,1,16.17577607795001,5.583394331655713,outside_static_admissible_subset,,
SC,7,SC07,0.0169055689400724,0.393119166234908,51.6611683223044,47.5958396492726,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.65480808320218,harmonized_18_point_rerun,1,-7.5697985e-05
SC,8,SC08,0.0217227511143426,0.216212064970839,41.8678309770366,51.7142740351238,0,1,0,0,inherited_001_051,1,16.17577607795001,4.758139410568272,outside_static_admissible_subset,,
SC,9,SC09,0.0237014119888819,0.273438436334868,45.2849913445688,50.6180234640983,0,1,0,0,inherited_001_051,1,16.17577607795001,6.466719594334406,outside_static_admissible_subset,,
SC,10,SC10,0.0254849834917525,0.138434890288404,37.4011050194996,53.8008689759118,0,1,0,0,inherited_001_051,1,16.17577607795001,2.5247764317998063,outside_static_admissible_subset,,
SC,11,SC11,0.0143568448363201,0.320109765075422,47.740336786599,48.6944230226063,0,1,0,0,inherited_001_051,1,16.17577607795001,7.69439231534948,outside_static_admissible_subset,,
SC,12,SC12,0.0169993559061219,0.319128630226497,47.5891122933085,49.441246078214,1,-1,0,0,inherited_001_051,1,16.17577607795001,7.618780068704219,harmonized_18_point_rerun,1,-5.2345444e-06
SC,13,SC13,0.0182446244068989,0.385892220150707,51.3420532884929,47.6134584333914,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.495250566296452,harmonized_18_point_rerun,1,-3.4447866e-05
SC,14,SC14,0.0197316177765475,0.396578961270396,51.9416082800727,47.8579419797128,0,1,0,0,inherited_001_051,1,16.17577607795001,9.79502806208635,outside_static_admissible_subset,,
SC,15,SC15,0.01,0.199574946006761,40.9098940663725,52.4379850338054,0,1,0,0,inherited_001_051,1,16.17577607795001,4.279170955236222,outside_static_admissible_subset,,
SC,16,SC16,0.0172481154103206,0.333851447516669,48.50811615832,49.1165747802587,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.078282001209962,harmonized_18_point_rerun,1,-6.8254505e-06
SC,17,SC17,0.0134965291130959,0.356358415307149,49.6649251930268,47.801491011818,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.656686518563387,harmonized_18_point_rerun,1,-4.4546008e-06
SC,18,SC18,0.014717638477673,0.353217062408807,49.4423868414246,48.0560826278983,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.545417342762288,harmonized_18_point_rerun,1,-5.836659e-06
SC,19,SC19,0.029255352435985,0.210191650390625,41.6121819668043,53.414773190023,0,1,0,0,inherited_001_051,1,16.17577607795001,4.630314905452148,outside_static_admissible_subset,,
SC,20,SC20,0.0158411100125941,0.333126898147301,48.3507521381993,48.8519520331376,1,-1,0,0,inherited_001_051,1,16.17577607795001,7.9995999911496485,harmonized_18_point_rerun,1,-4.9647129e-06
SC,21,SC21,0.0274833232164383,0.05,33.272605401407,55.6397403696696,0,1,0,0,inherited_001_051,1,16.17577607795001,0.46052662275346656,outside_static_admissible_subset,,
SC,22,SC22,0.0165341129599592,0.339735949162589,48.6822989548706,49.0261234231114,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.165373399485267,harmonized_18_point_rerun,1,-6.7865739e-06
SC,23,SC23,0.0177123669710018,0.378718844003091,50.9384200498377,47.8897220079361,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.29343394696886,harmonized_18_point_rerun,1,-2.8847514e-05
SC,24,SC24,0.0162353686036059,0.321442719000876,47.7085180751859,49.1929950359143,1,-1,0,0,inherited_001_051,1,16.17577607795001,7.678482959642922,harmonized_18_point_rerun,1,-5.0748386e-06
SC,25,SC25,0.03,0.05,33.2641016232223,55.60588123664,0,1,0,0,inherited_001_051,1,16.17577607795001,0.4562747336611438,outside_static_admissible_subset,,
SC,26,SC26,0.03,0.137939366698265,37.3702320175345,54.0177566663989,0,1,0,0,inherited_001_051,1,16.17577607795001,2.5093399308172386,outside_static_admissible_subset,,
SC,27,SC27,0.0257352991104126,0.05,33.2828161819403,55.6702828249641,0,1,0,0,inherited_001_051,1,16.17577607795001,0.46563201302014534,outside_static_admissible_subset,,
SC,28,SC28,0.01306591796875,0.05,33.2661490997541,55.6732102686158,0,1,0,0,inherited_001_051,1,16.17577607795001,0.45729847192703127,outside_static_admissible_subset,,
SC,29,SC29,0.03,0.0910931739211082,34.9563721242426,54.968588970478,0,1,0,0,inherited_001_051,1,16.17577607795001,1.3024099841713008,outside_static_admissible_subset,,
SC,30,SC30,0.0233911026230431,0.05,33.2670695536907,55.6432555192181,0,1,0,0,inherited_001_051,1,16.17577607795001,0.45775869889534276,outside_static_admissible_subset,,
SC,31,SC31,0.0209050435423851,0.05,33.2802775556769,55.6248052180832,0,1,0,0,inherited_001_051,1,16.17577607795001,0.4643626998884378,outside_static_admissible_subset,,
SC,32,SC32,0.0239597498774528,0.0854742525517941,34.6521779400053,55.1621771346235,0,1,0,0,inherited_001_051,1,16.17577607795001,1.1503128920526553,outside_static_admissible_subset,,
SC,33,SC33,0.0167677407264709,0.394369032084942,51.6713850952691,47.6476637543371,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.65991646968455,harmonized_18_point_rerun,1,-9.3317812e-05
SC,34,SC34,0.0265413480401039,0.0891389663517475,34.8548107497012,55.0035093852755,0,1,0,0,inherited_001_051,1,16.17577607795001,1.2516292969006104,outside_static_admissible_subset,,
SC,35,SC35,0.0135738573074341,0.341924298703671,48.9507716742628,48.1885253876614,1,-1,0,0,inherited_001_051,1,16.17577607795001,8.29960975918137,harmonized_18_point_rerun,1,-4.2481376e-06
SC,36,SC36,0.0188733303546905,0.05,33.2701726447302,55.6153816343292,0,1,0,0,inherited_001_051,1,16.17577607795001,0.459310244415084,outside_static_admissible_subset,,
SC,37,SC37,0.0170304543972015,0.05,33.2961917043165,55.5909296761633,0,1,0,0,inherited_001_051,1,16.17577607795001,0.47231977420823296,outside_static_admissible_subset,,
SC,38,SC38,0.021720431625843,0.084474610388279,34.6194815430313,55.1007637349702,0,1,0,0,inherited_001_051,1,16.17577607795001,1.1339646935656371,outside_static_admissible_subset,,
SC,39,SC39,0.0162344345450401,0.399211002886295,51.8207172732783,47.6060616762147,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.73458255868913,harmonized_18_point_rerun,1,-0.0001435387
SC,40,SC40,0.0158119426369667,0.4,51.8473544265577,47.8838778742292,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.747901135328862,harmonized_18_point_rerun,1,-0.00017070887
SC,41,SC41,0.0283979559540749,0.0731423802673817,34.1420035486061,55.2817910326669,0,1,0,0,inherited_001_051,1,16.17577607795001,0.8952256963530597,outside_static_admissible_subset,,
SC,42,SC42,0.01516455078125,0.399999996195849,51.7797061318993,47.7674677459813,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.714076987999647,harmonized_18_point_rerun,1,-0.00011257245
SC,43,SC43,0.014623046875,0.398246999336948,51.709987427689,47.4540910232502,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.679217635894476,harmonized_18_point_rerun,1,-7.864058e-05
SC,44,SC44,0.0201739885807037,0.187141723632813,40.0154800290509,52.7106475854496,0,1,0,0,inherited_001_051,1,16.17577607795001,3.831963936575415,outside_static_admissible_subset,,
SC,45,SC45,0.0232998616695404,0.18864881336689,40.2881045010639,52.3202293931046,0,1,0,0,inherited_001_051,1,16.17577607795001,3.96827617258194,outside_static_admissible_subset,,
SC,46,SC46,0.0255112929940224,0.188843466937542,40.3305607802279,52.490556957759,0,1,0,0,inherited_001_051,1,16.17577607795001,3.989504312163928,outside_static_admissible_subset,,
SC,47,SC47,0.0225932103395462,0.15526501044631,38.2826341940944,53.4526273295994,0,1,0,0,inherited_001_051,1,16.17577607795001,2.965541019097201,outside_static_admissible_subset,,
SC,48,SC48,0.0139726045131683,0.22099600315094,42.1706224506844,51.1645787877841,0,1,0,0,inherited_001_051,1,16.17577607795001,4.909535147392195,outside_static_admissible_subset,,
SC,49,SC49,0.0182429592013359,0.1956041200459,40.5575244838982,52.1967249920531,0,1,0,0,inherited_001_051,1,16.17577607795001,4.102986163999103,outside_static_admissible_subset,,
SC,50,SC50,0.0140776150822639,0.4,51.8603763551068,47.1619867463377,1,-1,0,0,inherited_001_051,1,16.17577607795001,9.754412099603403,harmonized_18_point_rerun,1,-5.715365e-05
SC,51,SC51,0.0183912137746811,0.160960629582405,38.6341879089556,53.1483032365086,0,1,0,0,inherited_001_051,1,16.17577607795001,3.141317876527773,outside_static_admissible_subset,,
SC,52,SC52,0.01319654437097808,0.3801323706670447,50.905800599226026,47.258492753298924,1,-1,0,0,continuation_052_071,1,16.17577607795001,9.277124221663003,18_point_continuation_screen,,
SC,53,SC53,0.019530778130431324,0.3046212460520837,46.924365269563346,49.376863154211314,1,-1,1,0,continuation_052_071,1,16.17577607795001,7.286406556831662,18_point_continuation_screen,,
SC,54,SC54,0.012874676750283077,0.3946435632385684,51.6476906324464,46.9816678164466,1,-1,0,0,continuation_052_071,1,16.17577607795001,9.648069238273187,18_point_continuation_screen,,
SC,55,SC55,0.020998081309738105,0.3082490881637956,47.273185427847245,49.36411655841056,0,1,0,0,continuation_052_071,1,16.17577607795001,7.46081663597361,outside_static_admissible_subset,,
SC,56,SC56,0.013399866759618111,0.3320193649849263,48.372914295960356,48.4652117709337,1,-1,0,0,continuation_052_071,1,16.17577607795001,8.010681070030168,18_point_continuation_screen,,
SC,57,SC57,0.012023051566824336,0.3149206988789769,47.69154121284163,48.30532324468539,0,1,0,0,continuation_052_071,1,16.17577607795001,7.669994528470803,outside_static_admissible_subset,,
SC,58,SC58,0.0114612722532381,0.3642851618638186,50.267864979608774,47.129077574605724,0,1,0,0,continuation_052_071,1,16.17577607795001,8.958156411854374,outside_static_admissible_subset,,
SC,59,SC59,0.012262327518633273,0.3437651208305445,49.19471433504728,47.85909159461246,1,-1,0,0,continuation_052_071,1,16.17577607795001,8.421581089573628,18_point_continuation_screen,,
SC,60,SC60,0.012019035692990038,0.3463117110069458,49.29971643277102,47.738461032733916,1,-1,0,0,continuation_052_071,1,16.17577607795001,8.474082138435499,18_point_continuation_screen,,
SC,61,SC61,0.010967011873316595,0.3417819737718063,49.19334746121973,47.431068528276754,1,-1,1,1,continuation_052_071,1,16.17577607795001,8.420897652659853,18_point_continuation_screen,,
SC,62,SC62,0.011218633565990324,0.33054134145634495,48.6127669280889,47.76024432675583,1,-1,1,1,continuation_052_071,1,16.17577607795001,8.130607386094438,18_point_continuation_screen,,
SC,63,SC63,0.010639317353619962,0.31860396020251797,48.0044020501626,48.09632419221467,1,-1,1,1,continuation_052_071,1,16.17577607795001,7.826424947131287,18_point_continuation_screen,,
SC,64,SC64,0.010240494257217498,0.30658545191657416,47.318880929484195,48.68359966841454,0,1,0,0,continuation_052_071,1,16.17577607795001,7.483664386792084,outside_static_admissible_subset,,
SC,65,SC65,0.01087011732443564,0.31240905892584797,47.69070986977008,48.26058628199823,1,-1,1,1,continuation_052_071,1,16.17577607795001,7.66957885693503,18_point_continuation_screen,,
SC,66,SC66,0.01118746026525971,0.3074779392805776,47.37513059897462,48.35586289774874,0,1,0,0,continuation_052_071,1,16.17577607795001,7.5117892215373,outside_static_admissible_subset,,
SC,67,SC67,0.01005176035473526,0.34488766613140887,49.38314932784509,47.50669137418804,1,-1,0,0,continuation_052_071,1,16.17577607795001,8.515798585972535,18_point_continuation_screen,,
SC,68,SC68,0.01070669044429462,0.35229199045917126,49.88924851329273,47.18869708267899,1,-1,1,1,continuation_052_071,1,16.17577607795001,8.76884817869635,18_point_continuation_screen,,
SC,69,SC69,0.01057269516285083,0.3585108910704536,50.20793215066375,47.01905686315298,1,-1,1,1,continuation_052_071,1,16.17577607795001,8.928189997381866,18_point_continuation_screen,,
SC,70,SC70,0.010393573031551811,0.38467406823037453,51.506454369279595,46.368237802788364,1,-1,1,1,continuation_052_071,1,16.17577607795001,9.577451106689784,18_point_continuation_screen,,
SC,71,SC71,0.010278306485948432,0.37083900654732543,50.79905860046105,46.71410343484154,0,1,0,0,continuation_052_071,1,16.17577607795001,9.223753222280514,outside_static_admissible_subset,,
