topology,case_id,design_id,X1_cell_size_m,X2_t1_over_a,Y1_two_wing_mass_kg,Y2_two_wing_trim_compliance_Nm,C_binary_feasible,C_signed_recorded,within_topology_observed_pareto,pooled_observed_pareto,evaluation_period,field_output_available,half_wing_skin_mass_kg,half_wing_lattice_mass_kg,flutter_confirmation,harmonized_rerun_pass,harmonized_maximum_damping
BCC,33,BCC33,0.018233013272285457,0.05722277358174324,35.06380208185959,51.68180699601942,0,1,0,0,inherited_001_051,1,16.17577607795001,1.356124962979783,outside_static_admissible_subset,,
BCC,34,BCC34,0.017459324300289153,0.07852538481354714,37.04356286099145,50.92926842877473,0,1,0,0,inherited_001_051,1,16.17577607795001,2.3460053525457143,outside_static_admissible_subset,,
BCC,35,BCC35,0.018695173561573027,0.07432915329933168,36.616692283437736,51.05304609037791,0,1,0,0,inherited_001_051,1,16.17577607795001,2.132570063768856,outside_static_admissible_subset,,
BCC,36,BCC36,0.02628316581249237,0.05,34.49064498976118,52.149441014791144,0,1,0,0,inherited_001_051,1,16.17577607795001,1.0695464169305782,outside_static_admissible_subset,,
BCC,37,BCC37,0.022033438503742217,0.06748966306447983,35.96536778807069,51.327521012110445,0,1,0,0,inherited_001_051,1,16.17577607795001,1.8069078160853305,outside_static_admissible_subset,,
BCC,38,BCC38,0.020503009438514706,0.08476426362991334,37.64849034913166,50.80849217923573,0,1,0,0,inherited_001_051,1,16.17577607795001,2.6484690966158215,outside_static_admissible_subset,,
BCC,39,BCC39,0.02362655705213547,0.07929699063301086,37.0695009613094,50.88272934295435,0,1,0,0,inherited_001_051,1,16.17577607795001,2.3589744027046886,outside_static_admissible_subset,,
BCC,40,BCC40,0.025833007812499996,0.0765439872443676,36.80613547573055,51.01650190920057,0,1,0,0,inherited_001_051,1,16.17577607795001,2.2272916599152635,outside_static_admissible_subset,,
BCC,41,BCC41,0.022495415806770322,0.05,34.51160230997808,52.15096148897252,0,1,0,0,inherited_001_051,1,16.17577607795001,1.0800250770390274,outside_static_admissible_subset,,
BCC,42,BCC42,0.02782590740919113,0.05,34.50776620755538,52.257272835882524,0,1,0,0,inherited_001_051,1,16.17577607795001,1.0781070258276786,outside_static_admissible_subset,,
BCC,43,BCC43,0.01376953125,0.05,34.508568531037426,52.025798965642814,0,1,0,0,inherited_001_051,1,16.17577607795001,1.0785081875687013,outside_static_admissible_subset,,
BCC,44,BCC44,0.03,0.08495426711152565,37.65376522208817,50.8800559837066,0,1,0,0,inherited_001_051,1,16.17577607795001,2.6511065330940724,outside_static_admissible_subset,,
BCC,45,BCC45,0.0155,0.16375,46.992701955409345,49.73348682255768,1,-1,1,0,inherited_001_051,1,16.17577607795001,7.320574899754661,harmonized_18_point_rerun,1,-3.8654638e-07
BCC,46,BCC46,0.01475,0.150625,45.27116313646439,49.858735373363324,1,-1,1,0,inherited_001_051,1,16.17577607795001,6.459805490282182,harmonized_18_point_rerun,1,-4.721157e-07
BCC,47,BCC47,0.015014622807502747,0.24284021660685545,56.749028941546385,49.14501357675754,1,-1,1,0,inherited_001_051,1,16.17577607795001,12.19873839282318,harmonized_18_point_rerun,1,-1.3262766e-06
BCC,48,BCC48,0.0151519775390625,0.22800781250000002,54.917289292975504,49.260723086823745,1,-1,1,0,inherited_001_051,1,16.17577607795001,11.28286856853774,harmonized_18_point_rerun,1,-1.2886684e-06
BCC,49,BCC49,0.01525,0.21625,53.59186103804883,49.33889179126264,1,-1,1,0,inherited_001_051,1,16.17577607795001,10.620154441074407,harmonized_18_point_rerun,1,-9.2071949e-07
BCC,50,BCC50,0.018061562061309815,0.24772648811340336,57.476239676095844,49.25159590205052,1,-1,0,0,inherited_001_051,1,16.17577607795001,12.56234376009791,harmonized_18_point_rerun,1,-1.2225735e-06
BCC,51,BCC51,0.017240108907222745,0.23486978322267532,55.924708301108346,49.32914470578481,0,1,0,0,inherited_001_051,1,16.17577607795001,11.786578072604161,outside_static_admissible_subset,,
BCC,52,BCC52,0.01680068141436513,0.2901611945318904,62.795434347948266,48.99483172779694,1,-1,0,0,continuation_052_071,1,16.17577607795001,15.221941096024121,18_point_continuation_screen,,
BCC,53,BCC53,0.029894414633092406,0.21623427275254886,53.4297448479172,49.45736267096944,0,1,0,0,continuation_052_071,1,16.17577607795001,10.539096346008588,outside_static_admissible_subset,,
BCC,54,BCC54,0.019522752734385605,0.3458044531366325,68.69856899599993,48.51758180719666,0,1,0,0,continuation_052_071,1,16.17577607795001,18.173508420049956,outside_static_admissible_subset,,
BCC,55,BCC55,0.022998697156031696,0.2949360590775258,62.84183007701569,48.76955978463726,1,-1,1,0,continuation_052_071,1,16.17577607795001,15.245138960557835,18_point_continuation_screen,,
BCC,56,BCC56,0.02259538209982087,0.32498718133870574,66.22621832478609,48.59056401271179,1,-1,0,0,continuation_052_071,1,16.17577607795001,16.937333084443033,18_point_continuation_screen,,
BCC,57,BCC57,0.01117105738235396,0.2798856930574883,61.574748354582546,49.0287477592492,0,1,0,0,continuation_052_071,1,16.17577607795001,14.611598099341261,outside_static_admissible_subset,,
BCC,58,BCC58,0.021385774939881884,0.3298705696337293,66.85486053790196,48.5071039699029,1,-1,1,0,continuation_052_071,1,16.17577607795001,17.251654191000966,18_point_continuation_screen,,
BCC,59,BCC59,0.015886655368859047,0.19081000802189785,50.40525918019404,49.51987115520046,1,-1,1,0,continuation_052_071,1,16.17577607795001,9.026853512147008,18_point_continuation_screen,,
BCC,60,BCC60,0.014003666056460135,0.1364873588802342,43.596154193000714,50.029290494548135,0,1,0,0,continuation_052_071,1,16.17577607795001,5.622301018550346,outside_static_admissible_subset,,
BCC,61,BCC61,0.02373602453137946,0.25504675997627535,58.18719576138244,48.979695246741386,0,1,0,0,continuation_052_071,1,16.17577607795001,12.917821802741207,outside_static_admissible_subset,,
BCC,62,BCC62,0.010981938487640243,0.13240434702441836,43.09603264200549,50.106923426448695,1,-1,1,0,continuation_052_071,1,16.17577607795001,5.372240243052732,18_point_continuation_screen,,
BCC,63,BCC63,0.02168642062029963,0.3075670991625727,64.37625426680519,48.58355647639882,1,-1,1,0,continuation_052_071,1,16.17577607795001,16.012351055452584,18_point_continuation_screen,,
