shell_element_id,local_vertex,grid_id,x_m,y_m,z_m,receiving_for_visible_node,projection_for_rejected_visible_node
449579,2,225255,0.25261506438,1.0158168077,0.031936835497,0,0
449579,3,225260,0.25568041205,1.0168869495,0.032011758536,0,0
449580,1,225256,0.25192221999,1.012771964,0.031948983669,0,0
449580,2,225259,0.25552260875,1.0140388011,0.032037954777,0,0
449580,3,225255,0.25261506438,1.0158168077,0.031936835497,0,0
449581,1,225243,0.25260701775,1.0098365545,0.032000467181,1,1
449581,2,225258,0.25539654493,1.0113070011,0.032063763588,1,1
449581,3,225256,0.25192221999,1.012771964,0.031948983669,1,1
449582,1,225259,0.25552260875,1.0140388011,0.032037954777,0,0
449582,2,225256,0.25192221999,1.012771964,0.031948983669,0,0
449582,3,225258,0.25539654493,1.0113070011,0.032063763588,0,0
449583,1,225259,0.25552260875,1.0140388011,0.032037954777,0,0
449583,2,225260,0.25568041205,1.0168869495,0.032011758536,0,0
449583,3,225255,0.25261506438,1.0158168077,0.031936835497,0,0
449584,1,225252,0.25875258445,1.0099967718,0.032166093587,0,0
449584,2,225261,0.25853183865,1.0125312805,0.032132998108,0,0
449584,3,225258,0.25539654493,1.0113070011,0.032063763588,0,0
449585,1,225262,0.25852459669,1.0150871276,0.032105173915,0,1
449585,2,225260,0.25568041205,1.0168869495,0.032011758536,0,1
449585,3,225259,0.25552260875,1.0140388011,0.032037954777,0,1
449586,1,225266,0.25300183892,1.0217795372,0.031884450465,0,1
449586,2,225257,0.25283691287,1.0187634229,0.031911823898,0,1
449586,3,225269,0.25577723979,1.0199469327,0.031981591135,0,1
449587,1,225247,0.2558722794,1.0086154937,0.03210588172,1,1
449587,2,225252,0.25875258445,1.0099967718,0.032166093587,1,1
449587,3,225258,0.25539654493,1.0113070011,0.032063763588,1,1
449588,1,225259,0.25552260875,1.0140388011,0.032037954777,0,0
449588,2,225258,0.25539654493,1.0113070011,0.032063763588,0,0
449588,3,225261,0.25853183865,1.0125312805,0.032132998108,0,0
449589,1,225261,0.25853183865,1.0125312805,0.032132998108,0,0
449589,2,225262,0.25852459669,1.0150871276,0.032105173915,0,0
449589,3,225259,0.25552260875,1.0140388011,0.032037954777,0,0
449590,1,225262,0.25852459669,1.0150871276,0.032105173915,0,0
449590,2,225263,0.2585465312,1.0179333686,0.03207495436,0,0
449590,3,225260,0.25568041205,1.0168869495,0.032011758536,0,0
449591,1,225269,0.25577723979,1.0199469327,0.031981591135,0,0
449591,2,225263,0.2585465312,1.0179333686,0.03207495436,0,0
449591,3,225265,0.25835761427,1.0211653709,0.032035198062,0,0
449592,1,225260,0.25568041205,1.0168869495,0.032011758536,0,0
449592,2,225263,0.2585465312,1.0179333686,0.03207495436,0,0
449592,3,225269,0.25577723979,1.0199469327,0.031981591135,0,0
449593,1,225261,0.25853183865,1.0125312805,0.032132998108,0,0
449593,2,225252,0.25875258445,1.0099967718,0.032166093587,0,0
449593,3,225264,0.26152908802,1.0116873979,0.032210469245,0,0
449594,1,225469,0.26138374209,1.016118288,0.03215925768,0,1
449594,2,225262,0.25852459669,1.0150871276,0.032105173915,0,1
449594,3,225471,0.26084402203,1.0139074325,0.032171372324,0,1
449595,1,225265,0.25835761427,1.0211653709,0.032035198062,1,1
449595,2,225263,0.2585465312,1.0179333686,0.03207495436,1,1
449595,3,225470,0.26128682494,1.0191385746,0.032124646008,1,1
449597,1,225268,0.25302517414,1.0250765085,0.031849671155,0,0
449597,2,225267,0.25304314494,1.0284570455,0.031813923269,0,0
449597,3,225044,0.25044029951,1.0266994237,0.031756479293,0,0
449599,1,225266,0.25300183892,1.0217795372,0.031884450465,0,0
449599,2,225268,0.25302517414,1.0250765085,0.031849671155,0,0
449599,3,225042,0.25043529272,1.0234727859,0.031790781766,0,0
449600,1,225267,0.25304314494,1.0284570455,0.031813923269,0,0
449600,2,225268,0.25302517414,1.0250765085,0.031849671155,0,0
449600,3,225271,0.25552475452,1.0265893936,0.031903497874,0,0
449601,1,225269,0.25577723979,1.0199469327,0.031981591135,0,0
449601,2,225257,0.25283691287,1.0187634229,0.031911823898,0,0
449601,3,225260,0.25568041205,1.0168869495,0.032011758536,0,0
449602,1,225270,0.25555759668,1.0232334136,0.031940322369,0,0
449602,2,225266,0.25300183892,1.0217795372,0.031884450465,0,0
449602,3,225269,0.25577723979,1.0199469327,0.031981591135,0,0
449603,1,225268,0.25302517414,1.0250765085,0.031849671155,0,0
449603,2,225266,0.25300183892,1.0217795372,0.031884450465,0,0
449603,3,225270,0.25555759668,1.0232334136,0.031940322369,0,0
449604,1,225270,0.25555759668,1.0232334136,0.031940322369,0,0
449604,2,225271,0.25552475452,1.0265893936,0.031903497874,0,0
449604,3,225268,0.25302517414,1.0250765085,0.031849671155,0,0
449607,1,225274,0.25791674852,1.0244618654,0.03198839724,0,0
449607,2,225270,0.25555759668,1.0232334136,0.031940322369,0,0
449607,3,225265,0.25835761427,1.0211653709,0.032035198062,0,0
449608,1,225271,0.25552475452,1.0265893936,0.031903497874,0,1
449608,2,225270,0.25555759668,1.0232334136,0.031940322369,0,1
449608,3,225274,0.25791674852,1.0244618654,0.03198839724,0,1
449609,1,225275,0.25975555181,1.02556777,0.032020121812,0,0
449609,2,225273,0.25785836577,1.0277497768,0.031951453536,0,0
449609,3,225274,0.25791674852,1.0244618654,0.03198839724,0,0
449610,1,225270,0.25555759668,1.0232334136,0.031940322369,0,0
449610,2,225269,0.25577723979,1.0199469327,0.031981591135,0,0
449610,3,225265,0.25835761427,1.0211653709,0.032035198062,0,0
449611,1,225482,0.26206499338,1.0254131555,0.032070837914,0,1
449611,2,225275,0.25975555181,1.02556777,0.032020121812,0,1
449611,3,225481,0.26100605726,1.0225415229,0.032081250101,0,1
449612,1,225271,0.25552475452,1.0265893936,0.031903497874,0,0
449612,2,225274,0.25791674852,1.0244618654,0.03198839724,0,0
449612,3,225273,0.25785836577,1.0277497768,0.031951453536,0,0
449614,1,225481,0.26100605726,1.0225415229,0.032081250101,1,0
449614,2,225274,0.25791674852,1.0244618654,0.03198839724,1,0
449614,3,225265,0.25835761427,1.0211653709,0.032035198062,1,0
449617,1,225275,0.25975555181,1.02556777,0.032020121812,0,0
449617,2,225276,0.26024827361,1.0280548334,0.032004129141,0,0
449617,3,225273,0.25785836577,1.0277497768,0.031951453536,0,0
449907,1,225204,0.26074135303,0.97400027513,0.032602585852,0,0
449907,2,225203,0.25951001048,0.9710368514,0.032605268061,0,0
449907,3,225424,0.26201730966,0.97148954868,0.032658737152,0,0
449908,1,225202,0.25932252407,0.97634583711,0.03254314512,0,1
449908,2,225204,0.26074135303,0.97400027513,0.032602585852,0,1
449908,3,225426,0.26236641407,0.97684293985,0.032608583569,0,1
449909,1,225425,0.26354941725,0.97418808937,0.032660856842,0,0
449909,2,225426,0.26236641407,0.97684293985,0.032608583569,0,0
449909,3,225204,0.26074135303,0.97400027513,0.032602585852,0,0
449910,1,225426,0.26236641407,0.97684293985,0.032608583569,0,0
449910,2,225428,0.26397830247,0.97975945472,0.032607872039,0,0
449910,3,225205,0.26045978069,0.97898989915,0.032542105764,0,0
449911,1,225427,0.26434254646,0.9717823863,0.03270259127,0,0
449911,2,225425,0.26354941725,0.97418808937,0.032660856842,0,0
449911,3,225424,0.26201730966,0.97148954868,0.032658737152,0,0
449912,1,225424,0.26201730966,0.97148954868,0.032658737152,0,0
449912,2,225425,0.26354941725,0.97418808937,0.032660856842,0,0
