record_type,Case,AR,TaperRatio,CDitrim,Feasible,Pareto,LLTTrimRequiredCL,TorsionCorrectedE,InterpolatedRigidE,LLTTrimCDiRigid,CDiTorsionDeltaPct,DirectRigidE,OptimumTaperAtSameAR,MaximumEAtSameAR,EfficiencyGap,AbsoluteTaperDistance,TaperOnlyCDiPenaltyPct,RigidSpanEfficiency
reference,,6,0.306,,,,,,,,,,0.366,,,,0.10502896768958,0.989372823438793
reference,,6,0.307,,,,,,,,,,0.366,,,,0.101333354324895,0.989409349819675
reference,,6,0.308,,,,,,,,,,0.366,,,,0.0977121066851883,0.989445143807343
reference,,6,0.309,,,,,,,,,,0.366,,,,0.0941647354784525,0.989480210079419
reference,,6,0.31,,,,,,,,,,0.366,,,,0.0906907556079473,0.989514553276635
reference,,6,0.311,,,,,,,,,,0.366,,,,0.0872896861269901,0.989548178003197
reference,,6,0.312,,,,,,,,,,0.366,,,,0.0839610501940369,0.989581088827151
reference,,6,0.313,,,,,,,,,,0.366,,,,0.0807043750281178,0.989613290280735
reference,,6,0.314,,,,,,,,,,0.366,,,,0.0775191918652718,0.989644786860741
reference,,6,0.315,,,,,,,,,,0.366,,,,0.0744050359153814,0.989675583028853
reference,,6,0.316,,,,,,,,,,0.366,,,,0.071361446319429,0.989705683212006
reference,,6,0.317,,,,,,,,,,0.366,,,,0.068387966107486,0.989735091802716
reference,,6,0.318,,,,,,,,,,0.366,,,,0.0654841421573238,0.989763813159421
reference,,6,0.319,,,,,,,,,,0.366,,,,0.0626495251532022,0.989791851606815
reference,,6,0.32,,,,,,,,,,0.366,,,,0.0598836695457905,0.989819211436175
reference,,6,0.321,,,,,,,,,,0.366,,,,0.0571861335116663,0.989845896905687
reference,,6,0.322,,,,,,,,,,0.366,,,,0.0545564789146358,0.989871912240768
reference,,6,0.323,,,,,,,,,,0.366,,,,0.0519942712663424,0.989897261634379
reference,,6,0.324,,,,,,,,,,0.366,,,,0.0494990796878536,0.989921949247346
reference,,6,0.325,,,,,,,,,,0.366,,,,0.0470704768720243,0.989945979208663
reference,,6,0.326,,,,,,,,,,0.366,,,,0.0447080390460375,0.989969355615799
reference,,6,0.327,,,,,,,,,,0.366,,,,0.0424113459340791,0.989992082535008
reference,,6,0.328,,,,,,,,,,0.366,,,,0.0401799807213887,0.990014164001617
reference,,6,0.329,,,,,,,,,,0.366,,,,0.0380135300179107,0.990035604020329
reference,,6,0.33,,,,,,,,,,0.366,,,,0.0359115838227009,0.990056406565516
reference,,6,0.331,,,,,,,,,,0.366,,,,0.0338737354891983,0.990076575581499
reference,,6,0.332,,,,,,,,,,0.366,,,,0.031899581689987,0.990096114982843
reference,,6,0.333,,,,,,,,,,0.366,,,,0.0299887223830897,0.990115028654635
reference,,6,0.334,,,,,,,,,,0.366,,,,0.0281407607777506,0.990133320452762
reference,,6,0.335,,,,,,,,,,0.366,,,,0.0263553033013064,0.990150994204188
reference,,6,0.336,,,,,,,,,,0.366,,,,0.0246319595661681,0.990168053707225
reference,,6,0.337,,,,,,,,,,0.366,,,,0.0229703423371586,0.990184502731805
reference,,6,0.338,,,,,,,,,,0.366,,,,0.021370067499471,0.990200345019741
reference,,6,0.339,,,,,,,,,,0.366,,,,0.0198307540268949,0.990215584284996
reference,,6,0.34,,,,,,,,,,0.366,,,,0.0183520239503743,0.99023022421394
reference,,6,0.341,,,,,,,,,,0.366,,,,0.0169335023271211,0.990244268465607
reference,,6,0.342,,,,,,,,,,0.366,,,,0.0155748172099512,0.99025772067195
reference,,6,0.343,,,,,,,,,,0.366,,,,0.0142755996170862,0.990270584438091
reference,,6,0.344,,,,,,,,,,0.366,,,,0.0130354835023994,0.990282863342574
reference,,6,0.345,,,,,,,,,,0.366,,,,0.0118541057257282,0.990294560937602
reference,,6,0.346,,,,,,,,,,0.366,,,,0.0107311060238757,0.99030568074929
reference,,6,0.347,,,,,,,,,,0.366,,,,0.00966612698185543,0.990316226277898
reference,,6,0.348,,,,,,,,,,0.366,,,,0.00865881400429203,0.990326200998071
reference,,6,0.349,,,,,,,,,,0.366,,,,0.00770881528771028,0.990335608359075
reference,,6,0.35,,,,,,,,,,0.366,,,,0.00681578179237974,0.990344451785025
reference,,6,0.351,,,,,,,,,,0.366,,,,0.00597936721500325,0.990352734675122
reference,,6,0.352,,,,,,,,,,0.366,,,,0.00519922796202721,0.990360460403869
reference,,6,0.353,,,,,,,,,,0.366,,,,0.00447502312224124,0.99036763232131
