node_id,x_m,y_m,z_m
34651,0.1384435147,0.4834188223,-0.02053484134
34652,0.1379942447,0.4874581098,-0.02042661793
34653,0.1377969831,0.4916609526,-0.02034058422
34654,0.1413816661,0.4824016392,-0.02083819918
34655,0.1319133043,0.4989723563,-0.01962498017
34656,0.131948024,0.4925764203,-0.01973118447
34657,0.1321897358,0.4960945249,-0.01969979517
34658,0.1341465562,0.5007207394,-0.01982829906
34659,0.1348758638,0.4939633906,-0.02001003549
34660,0.1351126581,0.4976256192,-0.01997594163
34661,0.13654764,0.5002861023,-0.0200793799
34662,0.1377650052,0.4954461157,-0.02027768828
34663,0.1384257823,0.4987534583,-0.0202916488
34664,0.1405242831,0.493545562,-0.0205803737
34665,0.1407949328,0.4970417917,-0.02055209316
34666,0.1318279654,0.5016742945,-0.01957273111
34667,0.1303534955,0.5038715005,-0.0193816442
34668,0.1314772815,0.5083366036,-0.01942929625
34669,0.1335629821,0.5037142038,-0.01972065307
34670,0.1325605959,0.5061966181,-0.01957654022
34671,0.134097591,0.5086582303,-0.01969683356
34672,0.1362609416,0.5029705167,-0.02000813559
34673,0.1358799487,0.5061915517,-0.0199181512
34674,0.1369005442,0.5092010498,-0.01997377723
34675,0.1389294565,0.5018723011,-0.02029271238
34676,0.1387096345,0.5047062039,-0.02022615448
34677,0.1389745325,0.5075595379,-0.02020751312
34678,0.1411819011,0.5061262846,-0.02044783905
34679,0.1397793293,0.51017946,-0.02024610527
34680,0.1318636984,0.5105606317,-0.01943419687
34681,0.1325423568,0.5130583644,-0.01946504973
34682,0.1335055083,0.5157695413,-0.0195218958
34683,0.1343611032,0.5184168816,-0.01956808194
34684,0.134905979,0.5112165213,-0.01973912865
34685,0.1355891526,0.5137389898,-0.01976870187
34686,0.1376752257,0.5117380619,-0.02001166157
34687,0.136769712,0.5163370967,-0.01984736323
34688,0.1370168924,0.5191565156,-0.01982777752
34689,0.1381252855,0.5139403343,-0.02002189495
34690,0.1389630884,0.5204550028,-0.02000279352
34691,0.1401638538,0.5127881169,-0.02024326287
34692,0.1397208124,0.5152350068,-0.0201608073
34693,0.1390971243,0.51776582,-0.02005862072
34694,0.1325171888,0.5204552412,-0.01934367977
34695,0.1348722577,0.5210619569,-0.01957873628
34696,0.1355602592,0.5291903019,-0.01951975375
34697,0.1353482306,0.5237216949,-0.01958524808
34698,0.1369708925,0.5215654373,-0.01978489384
34699,0.1367438435,0.5260165334,-0.01969113573
34700,0.1384628862,0.5278606415,-0.01983581297
34701,0.1382593065,0.5232991576,-0.0198874101
34702,0.1398601085,0.5250102281,-0.02002082579
34703,0.1403950304,0.5292336345,-0.02000728622
34704,0.1326357126,0.5232661963,-0.01931101643
34705,0.1332339048,0.5267817378,-0.01931704208
34706,0.1344892681,0.5365692377,-0.01929119602
34707,0.138124913,0.5312309265,-0.01974850893
34708,0.137282744,0.5345365405,-0.01961088926
34709,0.1370493174,0.537247777,-0.01954393089
34710,0.1386420131,0.5392075181,-0.0196746178
34711,0.1392292529,0.5365781188,-0.01977501437
34712,0.1325757801,0.530590713,-0.01918686181
34713,0.1308459043,0.5407856107,-0.018836312
34714,0.1321807951,0.5343005061,-0.01908480935
34715,0.1315953732,0.5376774669,-0.01896754652
34716,0.1349075138,0.5326758027,-0.01939702779
34717,0.1333010942,0.5400027037,-0.01911158673
34718,0.1378942877,0.5467451215,-0.01947909593
34719,0.1377841234,0.541832447,-0.01954578981
34720,0.1384189278,0.5494775772,-0.0194891952
34721,0.1308635026,0.545882523,-0.01875524595
34722,0.1322279572,0.5430169106,-0.0189485643
34723,0.13345173,0.5451000333,-0.01904549822
34724,0.1324777752,0.5479489565,-0.01889544167
34725,0.1348000616,0.5424041152,-0.01922995038
34726,0.1364763975,0.5444489717,-0.01937088184
34727,0.134956032,0.5466848016,-0.0191775132
34728,0.1353469491,0.5488907695,-0.01918294839
34729,0.135881111,0.5396108627,-0.01938696019
34730,0.1388685405,0.5521042943,-0.0194931291
34731,0.138734445,0.5546693206,-0.01943887398
34732,0.1322627067,0.5555909872,-0.01874889806
34733,0.132548824,0.5507043004,-0.01885848492
34734,0.1336474568,0.5532503724,-0.01893491484
34735,0.1329782605,0.5602668524,-0.01874992996
34736,0.1344546825,0.557651341,-0.01894920692
34737,0.1365413815,0.5534036159,-0.01923472993
34738,0.1356130987,0.5553079247,-0.01910812967
34739,0.1358153969,0.5512863994,-0.01919344067
34740,0.1379395574,0.5569586754,-0.01932151988
34741,0.1365590393,0.5596222878,-0.01913721114
34742,0.1405496299,0.5635451674,-0.01948143728
34743,0.1400560737,0.5671829581,-0.01937420666
34744,0.1325861067,0.5647597909,-0.01863518357
34745,0.1320910901,0.5674667358,-0.01853716001
