case,subcase,trim_id,anglea_rad,anglea_deg,nominal_angle_deg,coordinate_units,stress_units,semispan_m,root_chord_m,taper_ratio,quarter_chord_sweep_deg,fiber_minus_m,fiber_plus_m,vertices,triangles
37,9,9,0.20944,12.000028061219961,12,m,Pa,1.9703904710431037,0.9821834675636123,0.2000609402952201,0,-0.0012499999720603228,0.0012499999720603228,307103,614202
99,9,9,0.20944,12.000028061219961,12,m,Pa,2.512469758327456,0.7702680043632211,0.20006706595792395,0,-0.0012499999720603228,0.0012499999720603228,463655,927306
